"","Urticina felina","Semibalanus balanoides","Anomia simplex","Hiatella arctica","Modiolus modiolus","Mytilus edulis","Ostrea edulis","Placopecten magellanicus","Bugulina spicata","Crisia eburnea","Crisularia turrita","Dendrobeania murrayana","Membranipora membranacea","Patinella verrucaria","Schizoporella unicornis","Tricellaria inopinata","Boreochiton ruber","Stenosemus albus","Metridium senile","Pachycerianthus borealis","Amphipoda","Cancer borealis","Cancer irroratus","Carcinus maenus","Homarus americanus","Isopoda","Cucumaria frondosa","Echinarachnius parma","Ophiopholis aculeata","Strongylocentrotus droebachiensis","Buccinum undatum","Crepidula fornicata","Lacuna vincta","Littorina littorea","Littorina obtusata","Littorina saxatilis","Nucella lapillus","Tectura testudinalis","Testudinalia testudinalis","Thylacodes","Obelia","Spirorbis","Asterias forbesi","Asterias rubens","Henricia sanguinolenta","Halichondria panicea","Halisarca dujardinii","Hymedesmia","Leucosolenia","Aplidium pallidum","Boltenia echinata","Boltenia ovifera","Botrylloides violaceus","Botryllus schlosseri","Ciona intestinalis","Ciona savignyi","Dendrodoa carnea","Didemnum albidum","Didemnum vexillum","Diplosoma listerianum","Cyclopterus lumpus","Morone saxatilis","Myoxocephalus octodecemspinosus","Myoxocephalus scorpius","Pholis gunnellus","Pollachius virens","Pseudopleuronectes americanus","Tautoga onitis","Tautogolabrus adspersus","Urophycis regia"
"Homarus americanus",0.71010989010989,0.895902668759812,0.879324960753532,0.879324960753532,0.851632653061224,0.851632653061224,0.894128728414443,0.802401883830455,0.828320251177394,0.802401883830455,0.802401883830455,0.802401883830455,0.877551020408163,0.802401883830455,0.851632653061224,0.828320251177394,0.741554160125589,0.674442700156986,0.784285714285714,0.640251177394034,0.699419152276295,0.578697017268446,0.578697017268446,0.699419152276295,0,0.675007849293563,0.598791208791209,0.674442700156986,0.605824175824176,0.790784929356358,0.600031397174254,0.860172684458399,0.835054945054945,0.860973312401884,0.835054945054945,0.751365777080063,0.693532182103611,0.751365777080063,0.802401883830455,0.802401883830455,0.784521193092622,0.895902668759812,0.582150706436421,0.506499215070644,0.723673469387755,0.851632653061224,0.851632653061224,0.851632653061224,0.802401883830455,0.784521193092622,0.851632653061224,0.851632653061224,0.877551020408163,0.926781789638933,0.877551020408163,0.902668759811617,0.851632653061224,0.851632653061224,0.935321821036107,0.877551020408163,0.602558869701727,0.602558869701727,0.52690737833595,0.602558869701727,0.602558869701727,0.602558869701727,0.602558869701727,0.602558869701727,0.52690737833595,0.52690737833595
"Isopoda",0.928555729984301,0.637064364207221,0.620486656200942,0.694332810047096,0.76817896389325,0.76817896389325,0.810675039246468,0.832794348508634,0.858712715855573,0.805478806907378,0.832794348508634,0.832794348508634,0.794097331240188,0.832794348508634,0.76817896389325,0.858712715855573,0.622182103610675,0.555070643642072,0.790094191522763,0.861444270015699,0.555729984301413,0.610392464678179,0.610392464678179,0.629576138147567,0.675007849293563,0,0.751365777080063,0.751365777080063,0.751365777080063,0.631412872841444,0.818477237048666,0.776718995290424,0.576216640502355,0.600062794348509,0.500298273155416,0.490455259026688,0.696593406593407,0.416609105180534,0.832794348508634,0.832794348508634,0.890565149136578,0.710910518053375,0.686750392464678,0.686750392464678,0.64021978021978,0.882025117739403,0.882025117739403,0.882025117739403,0.832794348508634,0.814913657770801,0.80817896389325,0.882025117739403,0.907943485086342,0.843328100470958,0.907943485086342,0.933061224489796,0.80817896389325,0.80817896389325,0.778021978021978,0.907943485086342,0.821004709576138,0.821004709576138,0.821004709576138,0.821004709576138,0.821004709576138,0.821004709576138,0.821004709576138,0.821004709576138,0.821004709576138,0.821004709576138
"Cucumaria frondosa",0.851632653061224,0.895902668759812,0.879324960753532,0.879324960753532,0.851632653061224,0.851632653061224,0.894128728414443,0.802401883830455,0.828320251177394,0.802401883830455,0.802401883830455,0.802401883830455,0.877551020408163,0.802401883830455,0.851632653061224,0.828320251177394,0.741554160125589,0.674442700156986,0.852904238618524,0.708869701726845,0.844395604395604,0.723673469387755,0.723673469387755,0.844395604395604,0.598791208791209,0.751365777080063,0,0.444050235478807,0.597770800627943,0.714113029827316,0.741554160125589,0.860172684458399,0.835054945054945,0.860973312401884,0.835054945054945,0.751365777080063,0.835054945054945,0.751365777080063,0.802401883830455,0.802401883830455,0.784521193092622,0.895902668759812,0.723673469387755,0.648021978021978,0.723673469387755,0.851632653061224,0.851632653061224,0.851632653061224,0.802401883830455,0.784521193092622,0.851632653061224,0.851632653061224,0.877551020408163,0.926781789638933,0.877551020408163,0.902668759811617,0.851632653061224,0.851632653061224,0.935321821036107,0.877551020408163,0.744081632653061,0.744081632653061,0.668430141287284,0.744081632653061,0.744081632653061,0.744081632653061,0.744081632653061,0.744081632653061,0.668430141287284,0.668430141287284
"Echinarachnius parma",0.851632653061224,0.895902668759812,0.879324960753532,0.812213500784929,0.851632653061224,0.851632653061224,0.82701726844584,0.802401883830455,0.761208791208791,0.802401883830455,0.735290423861852,0.802401883830455,0.81043956043956,0.735290423861852,0.784521193092622,0.761208791208791,0.741554160125589,0.674442700156986,0.928555729984301,0.784521193092622,0.844395604395604,0.656562009419152,0.656562009419152,0.777284144427002,0.674442700156986,0.751365777080063,0.444050235478807,0,0.597770800627943,0.647001569858713,0.674442700156986,0.793061224489796,0.835054945054945,0.793861852433281,0.835054945054945,0.68425431711146,0.767943485086342,0.751365777080063,0.735290423861852,0.735290423861852,0.860172684458399,0.895902668759812,0.656562009419152,0.723673469387755,0.656562009419152,0.851632653061224,0.851632653061224,0.851632653061224,0.802401883830455,0.717409733124019,0.851632653061224,0.784521193092622,0.877551020408163,0.926781789638933,0.81043956043956,0.902668759811617,0.851632653061224,0.851632653061224,0.935321821036107,0.877551020408163,0.744081632653061,0.744081632653061,0.744081632653061,0.744081632653061,0.744081632653061,0.744081632653061,0.744081632653061,0.744081632653061,0.744081632653061,0.744081632653061
"Ophiopholis aculeata",0.709167974882261,0.895902668759812,0.879324960753532,0.879324960753532,0.777786499215071,0.777786499215071,0.894128728414443,0.728555729984301,0.828320251177394,0.802401883830455,0.802401883830455,0.728555729984301,0.877551020408163,0.802401883830455,0.851632653061224,0.828320251177394,0.741554160125589,0.674442700156986,0.859937205651491,0.715902668759812,0.775777080062794,0.655054945054945,0.655054945054945,0.775777080062794,0.605824175824176,0.751365777080063,0.597770800627943,0.597770800627943,0,0.714113029827316,0.672935635792779,0.860172684458399,0.835054945054945,0.860973312401884,0.835054945054945,0.751365777080063,0.766436420722135,0.751365777080063,0.802401883830455,0.802401883830455,0.860172684458399,0.895902668759812,0.655054945054945,0.655054945054945,0.723673469387755,0.777786499215071,0.777786499215071,0.777786499215071,0.728555729984301,0.784521193092622,0.851632653061224,0.851632653061224,0.803704866562009,0.852935635792779,0.877551020408163,0.828822605965463,0.851632653061224,0.851632653061224,0.935321821036107,0.877551020408163,0.675463108320251,0.675463108320251,0.675463108320251,0.675463108320251,0.601616954474097,0.675463108320251,0.675463108320251,0.675463108320251,0.675463108320251,0.675463108320251
"Strongylocentrotus droebachiensis",0.855729984301413,0.739623233908948,0.723045525902669,0.655934065934066,0.695353218210361,0.695353218210361,0.670737833594976,0.759968602825746,0.718775510204082,0.806499215070644,0.692857142857143,0.759968602825746,0.654160125588697,0.692857142857143,0.628241758241758,0.718775510204082,0.62320251177394,0.668335949764521,0.818806907378336,0.900863422291994,0.734646781789639,0.65905808477237,0.65905808477237,0.667535321821036,0.790784929356358,0.631412872841444,0.714113029827316,0.647001569858713,0.714113029827316,0,0.678540031397174,0.636781789638933,0.678775510204082,0.561664050235479,0.602857142857143,0.564301412872841,0.658194662480377,0.631412872841444,0.692857142857143,0.692857142857143,0.817739403453689,0.739623233908948,0.65905808477237,0.726169544740973,0.612527472527473,0.809199372056515,0.809199372056515,0.809199372056515,0.759968602825746,0.787221350078493,0.809199372056515,0.742087912087912,0.835117739403454,0.770502354788069,0.768006279434851,0.860235478806907,0.809199372056515,0.809199372056515,0.779042386185243,0.835117739403454,0.860423861852433,0.860423861852433,0.860423861852433,0.860423861852433,0.860423861852433,0.860423861852433,0.860423861852433,0.860423861852433,0.860423861852433,0.860423861852433
"Buccinum undatum",0.664976452119309,0.850769230769231,0.834191522762951,0.767080062794348,0.806499215070644,0.806499215070644,0.781883830455259,0.757268445839874,0.71607535321821,0.757268445839874,0.690156985871271,0.757268445839874,0.76530612244898,0.690156985871271,0.739387755102041,0.71607535321821,0.696420722135008,0.741554160125589,0.814803767660911,0.783014128728414,0.730643642072214,0.655054945054945,0.655054945054945,0.663532182103611,0.600031397174254,0.818477237048666,0.741554160125589,0.674442700156986,0.672935635792779,0.678540031397174,0,0.672574568288854,0.714568288854003,0.673375196232339,0.714568288854003,0.676012558869702,0.505934065934066,0.743124018838305,0.61480376766091,0.61480376766091,0.815039246467818,0.850769230769231,0.582150706436421,0.649262166405024,0.723673469387755,0.806499215070644,0.806499215070644,0.806499215070644,0.757268445839874,0.784521193092622,0.806499215070644,0.739387755102041,0.832417582417582,0.881648351648352,0.76530612244898,0.857535321821036,0.806499215070644,0.806499215070644,0.890188383045526,0.832417582417582,0.66967032967033,0.66967032967033,0.66967032967033,0.66967032967033,0.66967032967033,0.66967032967033,0.66967032967033,0.66967032967033,0.66967032967033,0.66967032967033
"Crepidula fornicata",0.80883830455259,0.640926216640502,0.624348508634223,0.55723704866562,0.596656200941915,0.596656200941915,0.572040816326531,0.6612715855573,0.620078492935636,0.707802197802198,0.594160125588697,0.6612715855573,0.555463108320251,0.594160125588697,0.529544740973312,0.620078492935636,0.76850863422292,0.813642072213501,0.72010989010989,0.802166405023548,0.752229199372056,0.728445839874411,0.728445839874411,0.736923076923077,0.860172684458399,0.776718995290424,0.860172684458399,0.793061224489796,0.860172684458399,0.636781789638933,0.672574568288854,0,0.621004709576138,0.631616954474097,0.672810047095761,0.63425431711146,0.652229199372057,0.701365777080063,0.518806907378336,0.518806907378336,0.689262166405024,0.640926216640502,0.728445839874411,0.795557299843014,0.63010989010989,0.710502354788069,0.710502354788069,0.710502354788069,0.6612715855573,0.688524332810047,0.710502354788069,0.643390894819466,0.736420722135008,0.671805337519623,0.669309262166405,0.676326530612245,0.710502354788069,0.710502354788069,0.595133437990581,0.736420722135008,0.929811616954474,0.929811616954474,0.929811616954474,0.929811616954474,0.929811616954474,0.929811616954474,0.929811616954474,0.929811616954474,0.929811616954474,0.929811616954474
"Lacuna vincta",0.9,0.464207221350078,0.540125588697017,0.613971742543171,0.687817896389325,0.687817896389325,0.637817896389325,0.75243328100471,0.778351648351648,0.725117739403454,0.75243328100471,0.75243328100471,0.713736263736264,0.75243328100471,0.687817896389325,0.778351648351648,0.669544740973312,0.714678178963893,0.709733124018838,0.893328100470958,0.551726844583987,0.77043956043956,0.77043956043956,0.677378335949764,0.835054945054945,0.576216640502355,0.835054945054945,0.835054945054945,0.835054945054945,0.678775510204082,0.714568288854003,0.621004709576138,0,0.479576138147567,0.379811616954474,0.574709576138148,0.500188383045526,0.500863422291994,0.677080062794349,0.677080062794349,0.810204081632653,0.538053375196232,0.77043956043956,0.77043956043956,0.672103610675039,0.801664050235479,0.801664050235479,0.801664050235479,0.75243328100471,0.84679748822606,0.727817896389325,0.801664050235479,0.827582417582418,0.762967032967033,0.827582417582418,0.760204081632653,0.727817896389325,0.727817896389325,0.697660910518053,0.827582417582418,0.90469387755102,0.90469387755102,0.90469387755102,0.90469387755102,0.90469387755102,0.90469387755102,0.90469387755102,0.90469387755102,0.90469387755102,0.90469387755102
"Littorina littorea",0.925918367346939,0.615777080062794,0.691695447409733,0.62458398744113,0.765541601255887,0.765541601255887,0.548241758241758,0.830156985871272,0.688775510204082,0.876687598116169,0.763045525902669,0.830156985871272,0.624160125588697,0.763045525902669,0.698430141287284,0.688775510204082,0.693390894819466,0.738524332810047,0.7874568288854,0.97105180533752,0.603108320251177,0.729246467817896,0.729246467817896,0.535996860282574,0.860973312401884,0.600062794348509,0.860973312401884,0.793861852433281,0.860973312401884,0.561664050235479,0.673375196232339,0.631616954474097,0.479576138147567,0,0.403657770800628,0.457598116169545,0.458995290423862,0.524709576138148,0.687692307692308,0.687692307692308,0.887927786499215,0.615777080062794,0.729246467817896,0.796357927786499,0.682715855572998,0.879387755102041,0.879387755102041,0.879387755102041,0.830156985871272,0.857409733124019,0.879387755102041,0.812276295133438,0.805117739403454,0.740502354788069,0.738006279434851,0.737739403453689,0.879387755102041,0.879387755102041,0.749042386185243,0.805117739403454,0.930612244897959,0.930612244897959,0.930612244897959,0.930612244897959,0.930612244897959,0.930612244897959,0.930612244897959,0.930612244897959,0.930612244897959,0.930612244897959
"Littorina obtusata",0.9,0.516012558869702,0.591930926216641,0.665777080062794,0.739623233908948,0.739623233908948,0.689623233908948,0.804238618524333,0.830156985871272,0.776923076923077,0.804238618524333,0.804238618524333,0.765541601255887,0.804238618524333,0.739623233908948,0.830156985871272,0.593626373626374,0.638759811616954,0.761538461538461,0.945133437990581,0.603532182103611,0.77043956043956,0.77043956043956,0.677378335949764,0.835054945054945,0.500298273155416,0.835054945054945,0.835054945054945,0.835054945054945,0.602857142857143,0.714568288854003,0.672810047095761,0.379811616954474,0.403657770800628,0,0.498791208791209,0.500188383045526,0.424945054945055,0.728885400313972,0.728885400313972,0.862009419152276,0.589858712715856,0.77043956043956,0.77043956043956,0.723908948194662,0.853469387755102,0.853469387755102,0.853469387755102,0.804238618524333,0.898602825745683,0.779623233908948,0.853469387755102,0.879387755102041,0.814772370486656,0.879387755102041,0.812009419152276,0.779623233908948,0.779623233908948,0.749466248037677,0.879387755102041,0.90469387755102,0.90469387755102,0.90469387755102,0.90469387755102,0.90469387755102,0.90469387755102,0.90469387755102,0.90469387755102,0.90469387755102,0.90469387755102
"Littorina saxatilis",0.928555729984301,0.710910518053375,0.694332810047096,0.627221350078493,0.76817896389325,0.76817896389325,0.743563579277865,0.832794348508634,0.79160125588697,0.879324960753532,0.765682888540031,0.832794348508634,0.726985871271586,0.765682888540031,0.701067503924647,0.79160125588697,0.696028257456829,0.628916797488226,0.790094191522763,0.861444270015699,0.705934065934066,0.619638932496075,0.619638932496075,0.638822605965463,0.751365777080063,0.490455259026688,0.751365777080063,0.68425431711146,0.751365777080063,0.564301412872841,0.676012558869702,0.63425431711146,0.574709576138148,0.457598116169545,0.498791208791209,0,0.554128728414443,0.415102040816327,0.69032967032967,0.69032967032967,0.890565149136578,0.710910518053375,0.619638932496075,0.686750392464678,0.573108320251177,0.882025117739403,0.882025117739403,0.882025117739403,0.832794348508634,0.747802197802198,0.882025117739403,0.814913657770801,0.907943485086342,0.843328100470958,0.840832025117739,0.933061224489796,0.882025117739403,0.882025117739403,0.851868131868132,0.907943485086342,0.821004709576138,0.821004709576138,0.821004709576138,0.821004709576138,0.821004709576138,0.821004709576138,0.821004709576138,0.821004709576138,0.821004709576138,0.821004709576138
