"","Urticina felina","Metridium dianthus","Diadumene lineata","Semibalanus balanoides","Ostrea edulis","Anomia simplex","Hiatella arctica","Modiolus modiolus","Mytilus edulis","Placopecten magellanicus","Mya arenaria","Bugulina spicata","Crisia eburnea","Crisularia turrita","Dendrobeania murrayana","Membranipora membranacea","Patinella verrucaria","Schizoporella unicornis","Tricellaria inopinata","Cryptosula pallasiana","Electra pilosa","Bugula neritina","Celleporella hyalina","Flustrellidra hispida","Boreochiton ruber","Stenosemus albus","Pachycerianthus borealis","Metridium senile","Amphipoda","Cancer borealis","Cancer irroratus","Carcinus maenus","Homarus americanus","Pagurus acadianus","Hemigrapsus sanguineus","Isopoda","Cucumaria frondosa","Echinarachnius parma","Ophiopholis aculeata","Strongylocentrotus droebachiensis","Lacuna vincta","Littorina littorea","Littorina obtusata","Nudibranchia","Gastropoda","Nucella lapillus","Buccinum undatum","Crepidula fornicata","Littorina saxatilis","Tectura testudinalis","Testudinalia testudinalis","Thylacodes","Dynamena pumila","Obelia","Spirorbis","Sedentary Polychaete","Annelida","Asterias forbesi","Asterias rubens","Henricia sanguinolenta","Halichondria panicea","Halisarca dujardinii","Hymedesmia","Leucosolenia","Aplidium pallidum","Ciona savignyi","Boltenia echinata","Boltenia ovifera","Botrylloides violaceus","Botryllus schlosseri","Ciona intestinalis","Dendrodoa carnea","Didemnum albidum","Didemnum vexillum","Diplosoma listerianum","Small worm","Cyclopterus lumpus","Morone saxatilis","Myoxocephalus octodecemspinosus","Myoxocephalus scorpius","Pholis gunnellus","Pollachius virens","Pseudopleuronectes americanus","Tautoga onitis","Tautogolabrus adspersus","Urophycis regia","Gaidropsarus"
"Mya arenaria",0.852668272406679,0.759484537130197,0.795420592091222,0.688201876073458,0.55074849842983,0.604571277579601,0.54009776720835,0.576033822169375,0.576033822169375,0.633281502484832,0,0.664634084372491,0.750703781619358,0.638942244174111,0.703415754545362,0.607386404057034,0.638942244174111,0.581694563858654,0.664634084372491,0.581694563858654,0.581694563858654,0.607386404057034,0.581694563858654,0.581694563858654,0.810410886510768,0.775125257883879,0.764860717298292,0.77143612101995,0.776466762198034,0.700692094271167,0.700692094271167,0.790207018506662,0.822413284957875,0.729229549681393,0.754921389879773,0.746415032978648,0.822413284957875,0.757939774586624,0.822413284957875,0.68868969582406,0.742675081557365,0.756415337865992,0.795197008038863,0.849893797575129,0.753163206195311,0.778011524741608,0.793225403213513,0.588605343658851,0.681941522607396,0.746415032978648,0.638942244174111,0.638942244174111,0.674705529640131,0.814242304135289,0.688201876073458,0.695610638535728,0.740490055591126,0.700692094271167,0.765165604642418,0.600882140715672,0.752858318851184,0.752858318851184,0.752858318851184,0.638942244174111,0.653099179853044,0.798957285283088,0.752858318851184,0.688384808479933,0.778550159049564,0.721302478734108,0.714076648678313,0.752858318851184,0.752858318851184,0.728213258534305,0.778550159049564,0.81460816894824,0.890077949530982,0.890077949530982,0.890077949530982,0.890077949530982,0.890077949530982,0.890077949530982,0.890077949530982,0.890077949530982,0.890077949530982,0.890077949530982,0.915769789729362
"Bugulina spicata",0.794851469048853,0.797371871093631,0.833307926054656,0.726089210036891,0.609988109393579,0.712592863603565,0.648119353232314,0.684055408193339,0.684055408193339,0.645598951187536,0.664634084372491,0,0.617681433377034,0.505919895931787,0.570393406303038,0.521286218075754,0.505919895931787,0.54437635293759,0.482829761069951,0.54437635293759,0.54437635293759,0.521286218075754,0.54437635293759,0.54437635293759,0.752594083152942,0.797646269703345,0.787381729117758,0.809323454983384,0.814354096161468,0.818917243411893,0.818917243411893,0.77931237740988,0.844934296777341,0.847454698822119,0.824364563960283,0.864640182119374,0.844934296777341,0.78046078640609,0.844934296777341,0.726577029787494,0.780562415520798,0.74552069676921,0.833084342002297,0.887781131538563,0.791050540158745,0.815898858705042,0.735408599855687,0.626492677622285,0.800166671748122,0.864640182119374,0.581125440816285,0.581125440816285,0.712592863603565,0.756425500777463,0.726089210036891,0.733497972499161,0.809933229671636,0.818917243411893,0.883390753783144,0.719107289856398,0.695041515493358,0.695041515493358,0.695041515493358,0.581125440816285,0.67562019167251,0.692358506865047,0.695041515493358,0.630568005122107,0.671951380631523,0.710407837637326,0.607477870260272,0.695041515493358,0.695041515493358,0.717318617437523,0.671951380631523,0.932833318088966,0.912598961350448,0.912598961350448,0.912598961350448,0.912598961350448,0.912598961350448,0.912598961350448,0.912598961350448,0.912598961350448,0.912598961350448,0.912598961350448,0.889508826488612
"Crisia eburnea",0.769159628850473,0.836153541266502,0.747624419443682,0.687693730499914,0.744839781700662,0.674197384066587,0.734189050479181,0.705651595068955,0.705651595068955,0.667195138063152,0.750703781619358,0.617681433377034,0,0.591989593178654,0.591989593178654,0.656137890382837,0.591989593178654,0.630446050184457,0.617681433377034,0.630446050184457,0.630446050184457,0.656137890382837,0.630446050184457,0.630446050184457,0.714198603615964,0.759250790166367,0.761689888919378,0.783631614785004,0.728670589550494,0.857698913584764,0.857698913584764,0.866876022642967,0.819242456578961,0.88623636899499,0.91192820919337,0.826244702582396,0.819242456578961,0.819242456578961,0.819242456578961,0.812646727034361,0.74216693598382,0.880372369076293,0.794688862465319,0.802097624927589,0.752655060621767,0.854680528877913,0.774190270028558,0.712562374869153,0.88623636899499,0.826244702582396,0.667195138063152,0.667195138063152,0.674197384066587,0.778021687653079,0.747685396912507,0.695102492962184,0.820319725194874,0.857698913584764,0.857698913584764,0.805176987103265,0.716637702368975,0.656646035956381,0.716637702368975,0.667195138063152,0.761689888919378,0.762736668800878,0.656646035956381,0.716637702368975,0.742329542567355,0.780785999573158,0.742329542567355,0.656646035956381,0.656646035956381,0.727705112960761,0.742329542567355,0.907141477890586,0.886907121152068,0.886907121152068,0.886907121152068,0.886907121152068,0.886907121152068,0.886907121152068,0.886907121152068,0.886907121152068,0.886907121152068,0.886907121152068,0.912598961350448
"Crisularia turrita",0.769159628850473,0.771680030895251,0.807616085856276,0.700397369838511,0.633078244255414,0.686901023405185,0.622427513033934,0.658363567994959,0.658363567994959,0.619907110989156,0.638942244174111,0.505919895931787,0.591989593178654,0,0.544701566104658,0.54437635293759,0.480228055733406,0.518684512739209,0.505919895931787,0.518684512739209,0.518684512739209,0.54437635293759,0.518684512739209,0.518684512739209,0.726902242954562,0.771954429504965,0.761689888919378,0.783631614785004,0.788662255963088,0.793225403213513,0.793225403213513,0.802402512271716,0.819242456578961,0.821762858623739,0.847454698822119,0.838948341920994,0.819242456578961,0.75476894620771,0.819242456578961,0.700885189589113,0.754870575322418,0.768610831631046,0.807392501803917,0.862089291340183,0.765358699960365,0.790207018506662,0.709716759657307,0.600800837423905,0.774474831549742,0.838948341920994,0.555433600617905,0.555433600617905,0.686901023405185,0.730733660579083,0.700397369838511,0.707806132300781,0.833023364533472,0.793225403213513,0.857698913584764,0.693415449658018,0.669349675294978,0.669349675294978,0.669349675294978,0.555433600617905,0.64992835147413,0.715448641726882,0.669349675294978,0.604876164923727,0.695041515493358,0.733497972499161,0.630568005122107,0.669349675294978,0.669349675294978,0.740408752299359,0.695041515493358,0.907141477890586,0.886907121152068,0.886907121152068,0.886907121152068,0.886907121152068,0.886907121152068,0.886907121152068,0.886907121152068,0.886907121152068,0.886907121152068,0.886907121152068,0.912598961350448
"Dendrobeania murrayana",0.710631421689686,0.836153541266502,0.807616085856276,0.700397369838511,0.697551754626665,0.686901023405185,0.686901023405185,0.599835360834172,0.599835360834172,0.561378903828369,0.703415754545362,0.570393406303038,0.591989593178654,0.544701566104658,0,0.608849863308841,0.544701566104658,0.583158023110461,0.570393406303038,0.583158023110461,0.583158023110461,0.608849863308841,0.583158023110461,0.583158023110461,0.726902242954562,0.771954429504965,0.761689888919378,0.783631614785004,0.788662255963088,0.857698913584764,0.857698913584764,0.866876022642967,0.819242456578961,0.88623636899499,0.91192820919337,0.838948341920994,0.819242456578961,0.819242456578961,0.760714249418173,0.765358699960365,0.754870575322418,0.833084342002297,0.807392501803917,0.862089291340183,0.765358699960365,0.854680528877913,0.774190270028558,0.665274347795156,0.838948341920994,0.838948341920994,0.619907110989156,0.619907110989156,0.686901023405185,0.730733660579083,0.700397369838511,0.707806132300781,0.833023364533472,0.857698913584764,0.857698913584764,0.757888960029269,0.610821468134191,0.669349675294978,0.610821468134191,0.619907110989156,0.714401861845381,0.656920434566094,0.669349675294978,0.669349675294978,0.636513308332571,0.674969765338374,0.695041515493358,0.669349675294978,0.669349675294978,0.740408752299359,0.695041515493358,0.907141477890586,0.886907121152068,0.886907121152068,0.886907121152068,0.886907121152068,0.82837891399128,0.886907121152068,0.886907121152068,0.886907121152068,0.886907121152068,0.886907121152068,0.912598961350448
"Membranipora membranacea",0.833307926054656,0.740124190778174,0.776060245739199,0.668841529721435,0.552740429078122,0.655345183288108,0.590871672916857,0.626807727877883,0.626807727877883,0.684055408193339,0.607386404057034,0.521286218075754,0.656137890382837,0.54437635293759,0.608849863308841,0,0.54437635293759,0.487128672622133,0.521286218075754,0.487128672622133,0.487128672622133,0.464038537760297,0.487128672622133,0.487128672622133,0.791050540158745,0.836102726709148,0.825838186123561,0.752075774667927,0.757106415846012,0.761669563096436,0.761669563096436,0.722064697094424,0.883390753783144,0.790207018506662,0.767116883644827,0.807392501803917,0.883390753783144,0.818917243411893,0.883390753783144,0.669329349472037,0.723314735205342,0.688273016453754,0.77583666168684,0.830533451223106,0.733802859843288,0.758651178389585,0.77386505686149,0.569244997306828,0.742918991432666,0.807392501803917,0.619581897822088,0.619581897822088,0.655345183288108,0.794881957783266,0.668841529721435,0.676250292183705,0.75268554935618,0.761669563096436,0.826143073467687,0.661859609540941,0.733497972499161,0.733497972499161,0.733497972499161,0.619581897822088,0.714076648678313,0.73081496387085,0.733497972499161,0.66902446212791,0.710407837637326,0.65316015732187,0.645934327266075,0.733497972499161,0.733497972499161,0.660070937122067,0.710407837637326,0.875585637773509,0.951055418356251,0.951055418356251,0.951055418356251,0.951055418356251,0.951055418356251,0.951055418356251,0.951055418356251,0.951055418356251,0.951055418356251,0.951055418356251,0.927965283494415
"Patinella verrucaria",0.769159628850473,0.771680030895251,0.807616085856276,0.700397369838511,0.633078244255414,0.686901023405185,0.622427513033934,0.658363567994959,0.658363567994959,0.619907110989156,0.638942244174111,0.505919895931787,0.591989593178654,0.480228055733406,0.544701566104658,0.54437635293759,0,0.518684512739209,0.505919895931787,0.518684512739209,0.518684512739209,0.54437635293759,0.518684512739209,0.518684512739209,0.726902242954562,0.771954429504965,0.761689888919378,0.783631614785004,0.788662255963088,0.793225403213513,0.793225403213513,0.802402512271716,0.819242456578961,0.821762858623739,0.847454698822119,0.838948341920994,0.819242456578961,0.75476894620771,0.819242456578961,0.700885189589113,0.754870575322418,0.768610831631046,0.807392501803917,0.862089291340183,0.765358699960365,0.790207018506662,0.709716759657307,0.600800837423905,0.774474831549742,0.838948341920994,0.555433600617905,0.555433600617905,0.686901023405185,0.730733660579083,0.700397369838511,0.707806132300781,0.833023364533472,0.793225403213513,0.857698913584764,0.693415449658018,0.669349675294978,0.669349675294978,0.669349675294978,0.555433600617905,0.64992835147413,0.715448641726882,0.669349675294978,0.604876164923727,0.695041515493358,0.733497972499161,0.630568005122107,0.669349675294978,0.669349675294978,0.740408752299359,0.695041515493358,0.907141477890586,0.886907121152068,0.886907121152068,0.886907121152068,0.886907121152068,0.886907121152068,0.886907121152068,0.886907121152068,0.886907121152068,0.886907121152068,0.886907121152068,0.912598961350448
"Schizoporella unicornis",0.807616085856276,0.714432350579794,0.750368405540819,0.643149689523055,0.575830563939957,0.629653343089728,0.565179832718477,0.601115887679502,0.601115887679502,0.658363567994959,0.581694563858654,0.54437635293759,0.630446050184457,0.518684512739209,0.583158023110461,0.487128672622133,0.518684512739209,0,0.54437635293759,0.461436832423753,0.461436832423753,0.487128672622133,0.461436832423753,0.461436832423753,0.765358699960365,0.810410886510768,0.800146345925181,0.726383934469547,0.731414575647632,0.735977722898056,0.735977722898056,0.745154831956259,0.857698913584764,0.764515178308282,0.790207018506662,0.781700661605537,0.857698913584764,0.793225403213513,0.857698913584764,0.643637509273657,0.697622895006962,0.711363151315589,0.75014482148846,0.804841611024726,0.708111019644908,0.732959338191205,0.74817321666311,0.543553157108448,0.717227151234286,0.781700661605537,0.593890057623708,0.593890057623708,0.629653343089728,0.769190117584886,0.643149689523055,0.650558451985325,0.775775684218015,0.735977722898056,0.800451233269307,0.636167769342561,0.707806132300781,0.707806132300781,0.707806132300781,0.593890057623708,0.688384808479933,0.753905098732685,0.707806132300781,0.64333262192953,0.733497972499161,0.676250292183705,0.66902446212791,0.707806132300781,0.707806132300781,0.683161071983902,0.733497972499161,0.849893797575129,0.925363578157871,0.925363578157871,0.925363578157871,0.925363578157871,0.925363578157871,0.925363578157871,0.925363578157871,0.925363578157871,0.925363578157871,0.925363578157871,0.951055418356251
"Tricellaria inopinata",0.794851469048853,0.797371871093631,0.833307926054656,0.726089210036891,0.609988109393579,0.712592863603565,0.648119353232314,0.684055408193339,0.684055408193339,0.645598951187536,0.664634084372491,0.482829761069951,0.617681433377034,0.505919895931787,0.570393406303038,0.521286218075754,0.505919895931787,0.54437635293759,0,0.54437635293759,0.54437635293759,0.521286218075754,0.54437635293759,0.54437635293759,0.752594083152942,0.797646269703345,0.787381729117758,0.809323454983384,0.814354096161468,0.818917243411893,0.818917243411893,0.77931237740988,0.844934296777341,0.847454698822119,0.824364563960283,0.864640182119374,0.844934296777341,0.78046078640609,0.844934296777341,0.726577029787494,0.780562415520798,0.74552069676921,0.833084342002297,0.887781131538563,0.791050540158745,0.815898858705042,0.735408599855687,0.626492677622285,0.800166671748122,0.864640182119374,0.581125440816285,0.581125440816285,0.712592863603565,0.756425500777463,0.726089210036891,0.733497972499161,0.809933229671636,0.818917243411893,0.883390753783144,0.719107289856398,0.695041515493358,0.695041515493358,0.695041515493358,0.581125440816285,0.67562019167251,0.692358506865047,0.695041515493358,0.630568005122107,0.671951380631523,0.710407837637326,0.607477870260272,0.695041515493358,0.695041515493358,0.717318617437523,0.671951380631523,0.932833318088966,0.912598961350448,0.912598961350448,0.912598961350448,0.912598961350448,0.912598961350448,0.912598961350448,0.912598961350448,0.912598961350448,0.912598961350448,0.912598961350448,0.889508826488612
"Cryptosula pallasiana",0.807616085856276,0.714432350579794,0.750368405540819,0.643149689523055,0.575830563939957,0.629653343089728,0.565179832718477,0.601115887679502,0.601115887679502,0.658363567994959,0.581694563858654,0.54437635293759,0.630446050184457,0.518684512739209,0.583158023110461,0.487128672622133,0.518684512739209,0.461436832423753,0.54437635293759,0,0.461436832423753,0.487128672622133,0.461436832423753,0.461436832423753,0.765358699960365,0.810410886510768,0.800146345925181,0.726383934469547,0.731414575647632,0.735977722898056,0.735977722898056,0.745154831956259,0.857698913584764,0.764515178308282,0.790207018506662,0.781700661605537,0.857698913584764,0.793225403213513,0.857698913584764,0.643637509273657,0.697622895006962,0.711363151315589,0.75014482148846,0.804841611024726,0.708111019644908,0.732959338191205,0.74817321666311,0.543553157108448,0.717227151234286,0.781700661605537,0.593890057623708,0.593890057623708,0.629653343089728,0.769190117584886,0.643149689523055,0.650558451985325,0.775775684218015,0.735977722898056,0.800451233269307,0.636167769342561,0.707806132300781,0.707806132300781,0.707806132300781,0.593890057623708,0.688384808479933,0.753905098732685,0.707806132300781,0.64333262192953,0.733497972499161,0.676250292183705,0.66902446212791,0.707806132300781,0.707806132300781,0.683161071983902,0.733497972499161,0.849893797575129,0.925363578157871,0.925363578157871,0.925363578157871,0.925363578157871,0.925363578157871,0.925363578157871,0.925363578157871,0.925363578157871,0.925363578157871,0.925363578157871,0.951055418356251
"Electra pilosa",0.807616085856276,0.714432350579794,0.750368405540819,0.643149689523055,0.575830563939957,0.629653343089728,0.565179832718477,0.601115887679502,0.601115887679502,0.658363567994959,0.581694563858654,0.54437635293759,0.630446050184457,0.518684512739209,0.583158023110461,0.487128672622133,0.518684512739209,0.461436832423753,0.54437635293759,0.461436832423753,0,0.487128672622133,0.461436832423753,0.461436832423753,0.765358699960365,0.810410886510768,0.800146345925181,0.726383934469547,0.731414575647632,0.735977722898056,0.735977722898056,0.745154831956259,0.857698913584764,0.764515178308282,0.790207018506662,0.781700661605537,0.857698913584764,0.793225403213513,0.857698913584764,0.643637509273657,0.697622895006962,0.711363151315589,0.75014482148846,0.804841611024726,0.708111019644908,0.732959338191205,0.74817321666311,0.543553157108448,0.717227151234286,0.781700661605537,0.593890057623708,0.593890057623708,0.629653343089728,0.769190117584886,0.643149689523055,0.650558451985325,0.775775684218015,0.735977722898056,0.800451233269307,0.636167769342561,0.707806132300781,0.707806132300781,0.707806132300781,0.593890057623708,0.688384808479933,0.753905098732685,0.707806132300781,0.64333262192953,0.733497972499161,0.676250292183705,0.66902446212791,0.707806132300781,0.707806132300781,0.683161071983902,0.733497972499161,0.849893797575129,0.925363578157871,0.925363578157871,0.925363578157871,0.925363578157871,0.925363578157871,0.925363578157871,0.925363578157871,0.925363578157871,0.925363578157871,0.925363578157871,0.951055418356251
"Bugula neritina",0.833307926054656,0.740124190778174,0.776060245739199,0.668841529721435,0.552740429078122,0.655345183288108,0.590871672916857,0.626807727877883,0.626807727877883,0.684055408193339,0.607386404057034,0.521286218075754,0.656137890382837,0.54437635293759,0.608849863308841,0.464038537760297,0.54437635293759,0.487128672622133,0.521286218075754,0.487128672622133,0.487128672622133,0,0.487128672622133,0.487128672622133,0.791050540158745,0.836102726709148,0.825838186123561,0.752075774667927,0.757106415846012,0.761669563096436,0.761669563096436,0.722064697094424,0.883390753783144,0.790207018506662,0.767116883644827,0.807392501803917,0.883390753783144,0.818917243411893,0.883390753783144,0.669329349472037,0.723314735205342,0.688273016453754,0.77583666168684,0.830533451223106,0.733802859843288,0.758651178389585,0.77386505686149,0.569244997306828,0.742918991432666,0.807392501803917,0.619581897822088,0.619581897822088,0.655345183288108,0.794881957783266,0.668841529721435,0.676250292183705,0.75268554935618,0.761669563096436,0.826143073467687,0.661859609540941,0.733497972499161,0.733497972499161,0.733497972499161,0.619581897822088,0.714076648678313,0.73081496387085,0.733497972499161,0.66902446212791,0.710407837637326,0.65316015732187,0.645934327266075,0.733497972499161,0.733497972499161,0.660070937122067,0.710407837637326,0.875585637773509,0.951055418356251,0.951055418356251,0.951055418356251,0.951055418356251,0.951055418356251,0.951055418356251,0.951055418356251,0.951055418356251,0.951055418356251,0.951055418356251,0.927965283494415
"Celleporella hyalina",0.807616085856276,0.714432350579794,0.750368405540819,0.643149689523055,0.575830563939957,0.629653343089728,0.565179832718477,0.601115887679502,0.601115887679502,0.658363567994959,0.581694563858654,0.54437635293759,0.630446050184457,0.518684512739209,0.583158023110461,0.487128672622133,0.518684512739209,0.461436832423753,0.54437635293759,0.461436832423753,0.461436832423753,0.487128672622133,0,0.461436832423753,0.765358699960365,0.810410886510768,0.800146345925181,0.726383934469547,0.731414575647632,0.735977722898056,0.735977722898056,0.745154831956259,0.857698913584764,0.764515178308282,0.790207018506662,0.781700661605537,0.857698913584764,0.793225403213513,0.857698913584764,0.643637509273657,0.697622895006962,0.711363151315589,0.75014482148846,0.804841611024726,0.708111019644908,0.732959338191205,0.74817321666311,0.543553157108448,0.717227151234286,0.781700661605537,0.593890057623708,0.593890057623708,0.629653343089728,0.769190117584886,0.643149689523055,0.650558451985325,0.775775684218015,0.735977722898056,0.800451233269307,0.636167769342561,0.707806132300781,0.707806132300781,0.707806132300781,0.593890057623708,0.688384808479933,0.753905098732685,0.707806132300781,0.64333262192953,0.733497972499161,0.676250292183705,0.66902446212791,0.707806132300781,0.707806132300781,0.683161071983902,0.733497972499161,0.849893797575129,0.925363578157871,0.925363578157871,0.925363578157871,0.925363578157871,0.925363578157871,0.925363578157871,0.925363578157871,0.925363578157871,0.925363578157871,0.925363578157871,0.951055418356251
"Flustrellidra hispida",0.807616085856276,0.714432350579794,0.750368405540819,0.643149689523055,0.575830563939957,0.629653343089728,0.565179832718477,0.601115887679502,0.601115887679502,0.658363567994959,0.581694563858654,0.54437635293759,0.630446050184457,0.518684512739209,0.583158023110461,0.487128672622133,0.518684512739209,0.461436832423753,0.54437635293759,0.461436832423753,0.461436832423753,0.487128672622133,0.461436832423753,0,0.765358699960365,0.810410886510768,0.800146345925181,0.726383934469547,0.731414575647632,0.735977722898056,0.735977722898056,0.745154831956259,0.857698913584764,0.764515178308282,0.790207018506662,0.781700661605537,0.857698913584764,0.793225403213513,0.857698913584764,0.643637509273657,0.697622895006962,0.711363151315589,0.75014482148846,0.804841611024726,0.708111019644908,0.732959338191205,0.74817321666311,0.543553157108448,0.717227151234286,0.781700661605537,0.593890057623708,0.593890057623708,0.629653343089728,0.769190117584886,0.643149689523055,0.650558451985325,0.775775684218015,0.735977722898056,0.800451233269307,0.636167769342561,0.707806132300781,0.707806132300781,0.707806132300781,0.593890057623708,0.688384808479933,0.753905098732685,0.707806132300781,0.64333262192953,0.733497972499161,0.676250292183705,0.66902446212791,0.707806132300781,0.707806132300781,0.683161071983902,0.733497972499161,0.849893797575129,0.925363578157871,0.925363578157871,0.925363578157871,0.925363578157871,0.925363578157871,0.925363578157871,0.925363578157871,0.925363578157871,0.925363578157871,0.925363578157871,0.951055418356251
"Boreochiton ruber",0.82363283433438,0.890626746750409,0.802097624927589,0.747400835391323,0.804546886592071,0.733904488957997,0.79389615537059,0.765358699960365,0.765358699960365,0.726902242954562,0.810410886510768,0.752594083152942,0.714198603615964,0.726902242954562,0.726902242954562,0.791050540158745,0.726902242954562,0.765358699960365,0.752594083152942,0.765358699960365,0.765358699960365,0.791050540158745,0.765358699960365,0.765358699960365,0,0.556897059869711,0.868685020884783,0.890626746750409,0.742979968901491,0.819486366454262,0.819486366454262,0.828663475512465,0.781029909448459,0.848023821864488,0.873715662062868,0.693303657631838,0.781029909448459,0.781029909448459,0.781029909448459,0.679705682083803,0.709188288260821,0.747431324125736,0.661747817514762,0.763885077797087,0.619714015671209,0.816467981747411,0.735977722898056,0.772269479760562,0.753295324044432,0.693303657631838,0.726902242954562,0.726902242954562,0.733904488957997,0.745043039930079,0.807392501803917,0.754809597853593,0.787341077471874,0.819486366454262,0.819486366454262,0.772198339380266,0.776344807260384,0.71635314084779,0.776344807260384,0.726902242954562,0.821396993810787,0.822443773692287,0.71635314084779,0.776344807260384,0.802036647458764,0.840493104464567,0.802036647458764,0.71635314084779,0.71635314084779,0.78741221785217,0.802036647458764,0.821488460014025,0.848694574021566,0.848694574021566,0.848694574021566,0.848694574021566,0.848694574021566,0.848694574021566,0.848694574021566,0.848694574021566,0.848694574021566,0.848694574021566,0.874386414219946
"Stenosemus albus",0.868685020884783,0.935678933300812,0.847149811477992,0.792453021941726,0.849599073142474,0.7789566755084,0.838948341920994,0.810410886510768,0.810410886510768,0.771954429504965,0.775125257883879,0.797646269703345,0.759250790166367,0.771954429504965,0.771954429504965,0.836102726709148,0.771954429504965,0.810410886510768,0.797646269703345,0.810410886510768,0.810410886510768,0.836102726709148,0.810410886510768,0.810410886510768,0.556897059869711,0,0.833399392257894,0.935678933300812,0.788032155451894,0.784200737827373,0.784200737827373,0.873715662062868,0.74574428082157,0.812738193237599,0.838430033435979,0.658018029004949,0.74574428082157,0.74574428082157,0.74574428082157,0.724757868634206,0.754240474811224,0.792483510676139,0.706800004065165,0.80893726434749,0.664766202221613,0.861520168297814,0.781029909448459,0.817321666310965,0.718009695417543,0.658018029004949,0.771954429504965,0.771954429504965,0.7789566755084,0.790095226480482,0.85244468835432,0.799861784403996,0.752055448844985,0.784200737827373,0.784200737827373,0.736912710753377,0.821396993810787,0.761405327398193,0.821396993810787,0.771954429504965,0.786111365183898,0.86749596024269,0.761405327398193,0.821396993810787,0.847088834009167,0.88554529101497,0.847088834009167,0.761405327398193,0.761405327398193,0.832464404402573,0.847088834009167,0.786202831387136,0.813408945394677,0.813408945394677,0.813408945394677,0.813408945394677,0.813408945394677,0.813408945394677,0.813408945394677,0.813408945394677,0.813408945394677,0.813408945394677,0.839100785593057
"Pachycerianthus borealis",0.738477799119892,0.805471711535921,0.776934256125695,0.842180147768733,0.839334532556887,0.828683801335407,0.828683801335407,0.800146345925181,0.800146345925181,0.761689888919378,0.764860717298292,0.787381729117758,0.761689888919378,0.761689888919378,0.761689888919378,0.825838186123561,0.761689888919378,0.800146345925181,0.787381729117758,0.800146345925181,0.800146345925181,0.825838186123561,0.800146345925181,0.800146345925181,0.868685020884783,0.833399392257894,0,0.626025183694625,0.844415988292326,0.83311483073671,0.83311483073671,0.922629754972204,0.737146457717207,0.861652286146935,0.887344126345315,0.900393304673923,0.775887476244195,0.833399392257894,0.794658373730906,0.907141477890586,0.89665335325264,0.974867119932518,0.949175279734138,0.831407461609602,0.907141477890586,0.910434261207151,0.829944002357796,0.807057125725378,0.900393304673923,0.900393304673923,0.761689888919378,0.761689888919378,0.828683801335407,0.728568960435786,0.842180147768733,0.763153348171184,0.808032765226582,0.83311483073671,0.77560291472301,0.819333922782199,0.724696891165381,0.724696891165381,0.724696891165381,0.761689888919378,0.689411262538492,0.770795857597284,0.724696891165381,0.724696891165381,0.750388731363761,0.788845188369564,0.750388731363761,0.724696891165381,0.724696891165381,0.795755968169761,0.750388731363761,0.777350935496001,0.775887476244194,0.775887476244194,0.718375560230495,0.775887476244194,0.775887476244194,0.775887476244194,0.775887476244194,0.775887476244194,0.718375560230495,0.718375560230495,0.801579316442574
"Metridium senile",0.760419524985518,0.6779271725764,0.703171844670061,0.714635608809212,0.765572121101253,0.701139262375885,0.701139262375885,0.726383934469547,0.726383934469547,0.783631614785004,0.77143612101995,0.809323454983384,0.783631614785004,0.783631614785004,0.783631614785004,0.752075774667927,0.783631614785004,0.726383934469547,0.809323454983384,0.726383934469547,0.726383934469547,0.752075774667927,0.726383934469547,0.726383934469547,0.890626746750409,0.935678933300812,0.626025183694625,0,0.716871449332805,0.839690234458368,0.839690234458368,0.795085216012683,0.839425998760125,0.814445562364706,0.840137402563086,0.853186580891694,0.878167017287112,0.935678933300812,0.896937914773824,0.833379066434952,0.769108814293119,0.847322580972997,0.821630740774617,0.757645050153968,0.833379066434952,0.78288972224763,0.851885728223421,0.733294714269744,0.853186580891694,0.853186580891694,0.783631614785004,0.783631614785004,0.701139262375885,0.750510686301412,0.714635608809212,0.68939093671555,0.81460816894824,0.839690234458368,0.782178318444668,0.825909326503857,0.746638617031007,0.746638617031007,0.746638617031007,0.783631614785004,0.79169080358141,0.79273758346291,0.746638617031007,0.746638617031007,0.772330457229387,0.71508277691393,0.772330457229387,0.746638617031007,0.746638617031007,0.721993556714127,0.772330457229387,0.783926339217659,0.878167017287112,0.878167017287112,0.820655101273413,0.878167017287112,0.878167017287112,0.878167017287112,0.878167017287112,0.878167017287112,0.820655101273413,0.820655101273413,0.903858857485492
