"","Urticina felina","Metridium dianthus","Diadumene lineata","Semibalanus balanoides","Ostrea edulis","Anomia simplex","Hiatella arctica","Modiolus modiolus","Mytilus edulis","Placopecten magellanicus","Mya arenaria","Bugulina spicata","Crisia eburnea","Crisularia turrita","Dendrobeania murrayana","Membranipora membranacea","Patinella verrucaria","Schizoporella unicornis","Tricellaria inopinata","Cryptosula pallasiana","Electra pilosa","Bugula neritina","Celleporella hyalina","Flustrellidra hispida","Boreochiton ruber","Stenosemus albus","Pachycerianthus borealis","Metridium senile","Amphipoda","Cancer borealis","Cancer irroratus","Carcinus maenus","Homarus americanus","Pagurus acadianus","Hemigrapsus sanguineus","Isopoda","Cucumaria frondosa","Echinarachnius parma","Ophiopholis aculeata","Strongylocentrotus droebachiensis","Lacuna vincta","Littorina littorea","Littorina obtusata","Nudibranchia","Gastropoda","Nucella lapillus","Buccinum undatum","Crepidula fornicata","Littorina saxatilis","Tectura testudinalis","Testudinalia testudinalis","Thylacodes","Dynamena pumila","Obelia","Spirorbis","Sedentary Polychaete","Annelida","Asterias forbesi","Asterias rubens","Henricia sanguinolenta","Halichondria panicea","Halisarca dujardinii","Hymedesmia","Leucosolenia","Aplidium pallidum","Ciona savignyi","Boltenia echinata","Boltenia ovifera","Botrylloides violaceus","Botryllus schlosseri","Ciona intestinalis","Dendrodoa carnea","Didemnum albidum","Didemnum vexillum","Diplosoma listerianum","Small worm","Cyclopterus lumpus","Morone saxatilis","Myoxocephalus octodecemspinosus","Myoxocephalus scorpius","Pholis gunnellus","Pollachius virens","Pseudopleuronectes americanus","Tautoga onitis","Tautogolabrus adspersus","Urophycis regia","Gaidropsarus"
"Amphipoda",0.851885728223421,0.769393375814303,0.734646381495371,0.659674583574702,0.770602762279338,0.646178237141376,0.70616990355397,0.731414575647632,0.731414575647632,0.788662255963088,0.776466762198034,0.814354096161468,0.728670589550494,0.788662255963088,0.788662255963088,0.757106415846012,0.788662255963088,0.731414575647632,0.814354096161468,0.731414575647632,0.731414575647632,0.757106415846012,0.731414575647632,0.731414575647632,0.742979968901491,0.788032155451894,0.844415988292326,0.716871449332805,0,0.68140288829944,0.68140288829944,0.636797869853756,0.738650568614897,0.656158216205779,0.681850056404159,0.634907568320172,0.848023821864488,0.848023821864488,0.8092828033375,0.745723954998628,0.6214620364442,0.759667469536673,0.673983962925699,0.696433834364869,0.685732288586034,0.695234610811305,0.764230616787097,0.738325355447829,0.76553146945537,0.705539803042776,0.788662255963088,0.788662255963088,0.646178237141376,0.806803052938606,0.719666249987296,0.72086547354086,0.753396953159141,0.752035123022043,0.752035123022043,0.738254215067533,0.838104820268911,0.778113153856317,0.838104820268911,0.788662255963088,0.883157006819314,0.884203786700814,0.778113153856317,0.838104820268911,0.863796660467291,0.806548980151834,0.863796660467291,0.778113153856317,0.778113153856317,0.753468093539437,0.863796660467291,0.840218705854853,0.876947467910607,0.876947467910607,0.876947467910607,0.876947467910607,0.876947467910607,0.876947467910607,0.876947467910607,0.876947467910607,0.876947467910607,0.876947467910607,0.902639308108987
"Cancer borealis",0.868400459363599,0.775216724087117,0.811152779048142,0.842485035112859,0.775165909529762,0.828988688679533,0.764515178308282,0.800451233269307,0.800451233269307,0.857698913584764,0.700692094271167,0.818917243411893,0.857698913584764,0.793225403213513,0.857698913584764,0.761669563096436,0.793225403213513,0.735977722898056,0.818917243411893,0.735977722898056,0.735977722898056,0.761669563096436,0.735977722898056,0.735977722898056,0.819486366454262,0.784200737827373,0.83311483073671,0.839690234458368,0.68140288829944,0,0.505828429728549,0.595343353964044,0.674827484577782,0.5816437493013,0.560057725337155,0.684858278199539,0.784200737827373,0.719727227456122,0.745459719300385,0.697765175767554,0.804272487982357,0.765490817809486,0.804272487982357,0.77294023191764,0.762238686138805,0.701057959084118,0.716271837556023,0.742888502698253,0.691017002550891,0.755490512922142,0.793225403213513,0.793225403213513,0.828988688679533,0.875839710560281,0.842485035112859,0.849893797575129,0.802087462016118,0.623738528613677,0.688212038984928,0.662479547140665,0.907141477890586,0.907141477890586,0.907141477890586,0.793225403213513,0.807382338892446,0.95324044432249,0.907141477890586,0.842667967519335,0.932833318088966,0.875585637773509,0.868359807717715,0.907141477890586,0.907141477890586,0.882496417573707,0.932833318088966,0.776395621817738,0.813124383873492,0.813124383873492,0.813124383873492,0.813124383873492,0.813124383873492,0.813124383873492,0.813124383873492,0.813124383873492,0.813124383873492,0.813124383873492,0.838816224071872
"Cancer irroratus",0.868400459363599,0.775216724087117,0.811152779048142,0.842485035112859,0.775165909529762,0.828988688679533,0.764515178308282,0.800451233269307,0.800451233269307,0.857698913584764,0.700692094271167,0.818917243411893,0.857698913584764,0.793225403213513,0.857698913584764,0.761669563096436,0.793225403213513,0.735977722898056,0.818917243411893,0.735977722898056,0.735977722898056,0.761669563096436,0.735977722898056,0.735977722898056,0.819486366454262,0.784200737827373,0.83311483073671,0.839690234458368,0.68140288829944,0.505828429728549,0,0.595343353964044,0.674827484577782,0.5816437493013,0.560057725337155,0.684858278199539,0.784200737827373,0.719727227456122,0.745459719300385,0.697765175767554,0.804272487982357,0.765490817809486,0.804272487982357,0.77294023191764,0.762238686138805,0.701057959084118,0.716271837556023,0.742888502698253,0.691017002550891,0.755490512922142,0.793225403213513,0.793225403213513,0.828988688679533,0.875839710560281,0.842485035112859,0.849893797575129,0.802087462016118,0.623738528613677,0.688212038984928,0.662479547140665,0.907141477890586,0.907141477890586,0.907141477890586,0.793225403213513,0.807382338892446,0.95324044432249,0.907141477890586,0.842667967519335,0.932833318088966,0.875585637773509,0.868359807717715,0.907141477890586,0.907141477890586,0.882496417573707,0.932833318088966,0.776395621817738,0.813124383873492,0.813124383873492,0.813124383873492,0.813124383873492,0.813124383873492,0.813124383873492,0.813124383873492,0.813124383873492,0.813124383873492,0.813124383873492,0.838816224071872
"Carcinus maenus",0.877577568421801,0.730611705641432,0.820329888106345,0.797880016667175,0.73556104352775,0.784383670233849,0.719910159862597,0.80962834232751,0.80962834232751,0.866876022642967,0.790207018506662,0.77931237740988,0.866876022642967,0.802402512271716,0.866876022642967,0.722064697094424,0.802402512271716,0.745154831956259,0.77931237740988,0.745154831956259,0.745154831956259,0.722064697094424,0.745154831956259,0.745154831956259,0.828663475512465,0.873715662062868,0.922629754972204,0.795085216012683,0.636797869853756,0.595343353964044,0.595343353964044,0,0.764342408813277,0.617376546032907,0.547008547008547,0.720591074931146,0.873715662062868,0.809242151691617,0.83497464353588,0.706942284825757,0.759667469536673,0.672103824303587,0.759667469536673,0.782117340975843,0.771415795197008,0.656452940638434,0.725448946614226,0.752065611756456,0.726749799282498,0.79122330965375,0.802402512271716,0.802402512271716,0.784383670233849,0.885016819618484,0.797880016667175,0.859070906633332,0.842820411191398,0.713253452849172,0.777726963220423,0.75199447137616,0.916318586948789,0.916318586948789,0.916318586948789,0.802402512271716,0.896897263127941,0.913635578320477,0.916318586948789,0.851845076577538,0.893228452086954,0.835980771771497,0.828754941715703,0.916318586948789,0.916318586948789,0.842891551571694,0.893228452086954,0.865910546053233,0.902639308108987,0.902639308108987,0.902639308108987,0.902639308108987,0.902639308108987,0.902639308108987,0.902639308108987,0.902639308108987,0.902639308108987,0.902639308108987,0.879549173247152
"Homarus americanus",0.781487240464648,0.848481152880677,0.819943697470451,0.899732715428316,0.89688710021647,0.88623636899499,0.88623636899499,0.857698913584764,0.857698913584764,0.819242456578961,0.822413284957875,0.844934296777341,0.819242456578961,0.819242456578961,0.819242456578961,0.883390753783144,0.819242456578961,0.857698913584764,0.844934296777341,0.857698913584764,0.857698913584764,0.883390753783144,0.857698913584764,0.857698913584764,0.781029909448459,0.74574428082157,0.737146457717207,0.839425998760125,0.738650568614897,0.674827484577782,0.674827484577782,0.764342408813277,0,0.703364939988008,0.729056780186388,0.742105958514995,0.68823236480787,0.74574428082157,0.707003262294582,0.819486366454262,0.861520168297814,0.887212008496194,0.861520168297814,0.781731150339949,0.819486366454262,0.774322387877679,0.693832129028324,0.864609693384961,0.812738193237599,0.812738193237599,0.819242456578961,0.819242456578961,0.88623636899499,0.779871337540779,0.899732715428316,0.907141477890586,0.859335142331575,0.697002957407238,0.639491041393538,0.784200737827373,0.868685020884783,0.868685020884783,0.868685020884783,0.819242456578961,0.833399392257894,0.914783987316687,0.868685020884783,0.868685020884783,0.894376861083163,0.932833318088966,0.894376861083163,0.868685020884783,0.868685020884783,0.939744097889163,0.894376861083163,0.776131386119496,0.726211164974542,0.726211164974542,0.668699248960842,0.726211164974542,0.726211164974542,0.726211164974542,0.726211164974542,0.726211164974542,0.668699248960842,0.668699248960842,0.751903005172922
"Pagurus acadianus",0.896937914773824,0.749972051993455,0.839690234458368,0.817240363019198,0.803703364939988,0.803744016585872,0.73927050621462,0.828988688679533,0.828988688679533,0.88623636899499,0.729229549681393,0.847454698822119,0.88623636899499,0.821762858623739,0.88623636899499,0.790207018506662,0.821762858623739,0.764515178308282,0.847454698822119,0.764515178308282,0.764515178308282,0.790207018506662,0.764515178308282,0.764515178308282,0.848023821864488,0.812738193237599,0.861652286146935,0.814445562364706,0.656158216205779,0.5816437493013,0.5816437493013,0.617376546032907,0.703364939988008,0,0.582090917406018,0.659613606105877,0.812738193237599,0.748264682866348,0.726800613839853,0.72630263117778,0.779027815888696,0.740246145715825,0.779027815888696,0.801477687327866,0.790776141549031,0.675813286990457,0.744809292966249,0.771425958108479,0.665772330457229,0.73024584082848,0.821762858623739,0.821762858623739,0.803744016585872,0.904377165970507,0.817240363019198,0.878431252985355,0.830624917426344,0.652275984023903,0.716749494395154,0.691017002550891,0.935678933300812,0.935678933300812,0.935678933300812,0.821762858623739,0.835919794302672,0.981777899732715,0.935678933300812,0.871205422929561,0.961370773499192,0.904123093183735,0.896897263127941,0.935678933300812,0.935678933300812,0.911033872983932,0.961370773499192,0.804933077227964,0.841661839283718,0.841661839283718,0.841661839283718,0.841661839283718,0.841661839283718,0.841661839283718,0.841661839283718,0.841661839283718,0.841661839283718,0.841661839283718,0.867353679482098
"Hemigrapsus sanguineus",0.922629754972204,0.775663892191835,0.865382074656748,0.842932203217578,0.780613230078153,0.829435856784252,0.764962346413,0.854680528877913,0.854680528877913,0.91192820919337,0.754921389879773,0.824364563960283,0.91192820919337,0.847454698822119,0.91192820919337,0.767116883644827,0.847454698822119,0.790207018506662,0.824364563960283,0.790207018506662,0.790207018506662,0.767116883644827,0.790207018506662,0.790207018506662,0.873715662062868,0.838430033435979,0.887344126345315,0.840137402563086,0.681850056404159,0.560057725337155,0.560057725337155,0.547008547008547,0.729056780186388,0.582090917406018,0,0.685305446304257,0.838430033435979,0.773956523064728,0.799689014908991,0.75199447137616,0.804719656087076,0.71715601085399,0.804719656087076,0.827169527526246,0.816467981747411,0.701505127188837,0.770501133164629,0.797117798306859,0.69146417065561,0.755937681026861,0.847454698822119,0.847454698822119,0.829435856784252,0.930069006168887,0.842932203217578,0.904123093183735,0.807534782564509,0.677967824222283,0.742441334593534,0.716708842749271,0.961370773499192,0.961370773499192,0.961370773499192,0.847454698822119,0.861611634501052,0.95868776487088,0.961370773499192,0.896897263127941,0.938280638637357,0.8810329583219,0.873807128266106,0.961370773499192,0.961370773499192,0.887943738122097,0.938280638637357,0.830624917426344,0.867353679482098,0.867353679482098,0.867353679482098,0.867353679482098,0.867353679482098,0.867353679482098,0.867353679482098,0.867353679482098,0.867353679482098,0.867353679482098,0.844263544620263
"Isopoda",0.935678933300812,0.853186580891694,0.818439586572761,0.709960669532608,0.820888848237243,0.696464323099282,0.756455989511875,0.781700661605537,0.781700661605537,0.838948341920994,0.746415032978648,0.864640182119374,0.826244702582396,0.838948341920994,0.838948341920994,0.807392501803917,0.838948341920994,0.781700661605537,0.864640182119374,0.781700661605537,0.781700661605537,0.807392501803917,0.781700661605537,0.781700661605537,0.693303657631838,0.658018029004949,0.900393304673923,0.853186580891694,0.634907568320172,0.684858278199539,0.684858278199539,0.720591074931146,0.742105958514995,0.659613606105877,0.685305446304257,0,0.812738193237599,0.812738193237599,0.812738193237599,0.696047643728976,0.671748122402106,0.70999115826702,0.624307651656046,0.78022703944226,0.636055977316382,0.779027815888696,0.848023821864488,0.788611441405734,0.635517343008425,0.575525676595831,0.838948341920994,0.838948341920994,0.696464323099282,0.857089138896511,0.769952335945202,0.771151559498765,0.723345223939754,0.755490512922142,0.755490512922142,0.708202485848146,0.888390906226816,0.828399239814222,0.888390906226816,0.838948341920994,0.853105277599927,0.934489872658719,0.828399239814222,0.888390906226816,0.914082746425196,0.856835066109739,0.914082746425196,0.828399239814222,0.828399239814222,0.803754179497342,0.914082746425196,0.757492606481905,0.880402857810706,0.880402857810706,0.880402857810706,0.880402857810706,0.880402857810706,0.880402857810706,0.880402857810706,0.880402857810706,0.880402857810706,0.880402857810706,0.906094698009086
"Cucumaria frondosa",0.868685020884783,0.935678933300812,0.907141477890586,0.899732715428316,0.89688710021647,0.88623636899499,0.88623636899499,0.857698913584764,0.857698913584764,0.819242456578961,0.822413284957875,0.844934296777341,0.819242456578961,0.819242456578961,0.819242456578961,0.883390753783144,0.819242456578961,0.857698913584764,0.844934296777341,0.857698913584764,0.857698913584764,0.883390753783144,0.857698913584764,0.857698913584764,0.781029909448459,0.74574428082157,0.775887476244195,0.878167017287112,0.848023821864488,0.784200737827373,0.784200737827373,0.873715662062868,0.68823236480787,0.812738193237599,0.838430033435979,0.812738193237599,0,0.5900891287336,0.675935241928107,0.7496773275608,0.861520168297814,0.887212008496194,0.861520168297814,0.868928930760084,0.819486366454262,0.861520168297814,0.781029909448459,0.864609693384961,0.812738193237599,0.812738193237599,0.819242456578961,0.819242456578961,0.88623636899499,0.779871337540779,0.899732715428316,0.907141477890586,0.859335142331575,0.784200737827373,0.726688821813673,0.784200737827373,0.868685020884783,0.868685020884783,0.868685020884783,0.819242456578961,0.833399392257894,0.914783987316687,0.868685020884783,0.868685020884783,0.894376861083163,0.932833318088966,0.894376861083163,0.868685020884783,0.868685020884783,0.939744097889163,0.894376861083163,0.737481833795746,0.813408945394677,0.813408945394677,0.755897029380977,0.813408945394677,0.813408945394677,0.813408945394677,0.813408945394677,0.813408945394677,0.755897029380977,0.755897029380977,0.839100785593057
"Echinarachnius parma",0.868685020884783,0.871205422929561,0.907141477890586,0.899732715428316,0.832413589845219,0.88623636899499,0.821762858623739,0.857698913584764,0.857698913584764,0.819242456578961,0.757939774586624,0.78046078640609,0.819242456578961,0.75476894620771,0.819242456578961,0.818917243411893,0.75476894620771,0.793225403213513,0.78046078640609,0.793225403213513,0.793225403213513,0.818917243411893,0.793225403213513,0.793225403213513,0.781029909448459,0.74574428082157,0.833399392257894,0.935678933300812,0.848023821864488,0.719727227456122,0.719727227456122,0.809242151691617,0.74574428082157,0.748264682866348,0.773956523064728,0.812738193237599,0.5900891287336,0,0.675935241928107,0.685203817189548,0.861520168297814,0.822738498124943,0.861520168297814,0.868928930760084,0.819486366454262,0.797046657926563,0.716556399077208,0.80013618301371,0.748264682866348,0.812738193237599,0.75476894620771,0.75476894620771,0.88623636899499,0.837383253554478,0.899732715428316,0.907141477890586,0.859335142331575,0.719727227456122,0.784200737827373,0.719727227456122,0.868685020884783,0.868685020884783,0.868685020884783,0.75476894620771,0.768925881886643,0.914783987316687,0.868685020884783,0.804211510513532,0.894376861083163,0.932833318088966,0.829903350711912,0.868685020884783,0.868685020884783,0.939744097889163,0.894376861083163,0.794993749809445,0.813408945394677,0.813408945394677,0.813408945394677,0.813408945394677,0.813408945394677,0.813408945394677,0.813408945394677,0.813408945394677,0.813408945394677,0.813408945394677,0.839100785593057
"Ophiopholis aculeata",0.771415795197008,0.896937914773824,0.868400459363599,0.899732715428316,0.89688710021647,0.88623636899499,0.88623636899499,0.799170706423976,0.799170706423976,0.760714249418173,0.822413284957875,0.844934296777341,0.819242456578961,0.819242456578961,0.760714249418173,0.883390753783144,0.819242456578961,0.857698913584764,0.844934296777341,0.857698913584764,0.857698913584764,0.883390753783144,0.857698913584764,0.857698913584764,0.781029909448459,0.74574428082157,0.794658373730906,0.896937914773824,0.8092828033375,0.745459719300385,0.745459719300385,0.83497464353588,0.707003262294582,0.726800613839853,0.799689014908991,0.812738193237599,0.675935241928107,0.675935241928107,0,0.7496773275608,0.861520168297814,0.887212008496194,0.861520168297814,0.830187912233097,0.819486366454262,0.822779149770826,0.742288890921471,0.864609693384961,0.812738193237599,0.812738193237599,0.819242456578961,0.819242456578961,0.88623636899499,0.837383253554478,0.899732715428316,0.907141477890586,0.859335142331575,0.745459719300385,0.745459719300385,0.784200737827373,0.810156813723996,0.868685020884783,0.810156813723996,0.819242456578961,0.833399392257894,0.856255780155899,0.868685020884783,0.868685020884783,0.835848653922376,0.874305110928179,0.894376861083163,0.868685020884783,0.868685020884783,0.939744097889163,0.894376861083163,0.833643302133195,0.774667926867689,0.774667926867689,0.774667926867689,0.774667926867689,0.716139719706902,0.774667926867689,0.774667926867689,0.774667926867689,0.774667926867689,0.774667926867689,0.800359767066069
"Strongylocentrotus droebachiensis",0.862089291340183,0.768905556063701,0.804841611024726,0.75014482148846,0.682825695905363,0.736648475055134,0.672174964683883,0.708111019644908,0.708111019644908,0.765358699960365,0.68868969582406,0.726577029787494,0.812646727034361,0.700885189589113,0.765358699960365,0.669329349472037,0.700885189589113,0.643637509273657,0.726577029787494,0.643637509273657,0.643637509273657,0.669329349472037,0.643637509273657,0.643637509273657,0.679705682083803,0.724757868634206,0.907141477890586,0.833379066434952,0.745723954998628,0.697765175767554,0.697765175767554,0.706942284825757,0.819486366454262,0.72630263117778,0.75199447137616,0.696047643728976,0.7496773275608,0.685203817189548,0.7496773275608,0,0.711932274357958,0.625710133439028,0.664491803611899,0.766629063894224,0.622458001768347,0.694746791060703,0.709960669532608,0.650548289073854,0.631574133357724,0.696047643728976,0.700885189589113,0.700885189589113,0.736648475055134,0.783499496935882,0.75014482148846,0.75755358395073,0.790085063569011,0.697765175767554,0.762238686138805,0.650477148693558,0.814801264266187,0.814801264266187,0.814801264266187,0.700885189589113,0.795379940445339,0.86090023069809,0.814801264266187,0.750327753894936,0.840493104464567,0.78324542414911,0.776019594093316,0.814801264266187,0.814801264266187,0.790156203949307,0.840493104464567,0.764240779698568,0.887151031027369,0.887151031027369,0.887151031027369,0.887151031027369,0.887151031027369,0.887151031027369,0.887151031027369,0.887151031027369,0.887151031027369,0.887151031027369,0.912842871225749
"Lacuna vincta",0.904123093183735,0.821630740774617,0.786883746455685,0.599540636401516,0.710468815106152,0.612386556500706,0.6723782229133,0.697622895006962,0.697622895006962,0.754870575322418,0.742675081557365,0.780562415520798,0.74216693598382,0.754870575322418,0.754870575322418,0.723314735205342,0.754870575322418,0.697622895006962,0.780562415520798,0.697622895006962,0.697622895006962,0.723314735205342,0.697622895006962,0.697622895006962,0.709188288260821,0.754240474811224,0.89665335325264,0.769108814293119,0.6214620364442,0.804272487982357,0.804272487982357,0.759667469536673,0.861520168297814,0.779027815888696,0.804719656087076,0.671748122402106,0.861520168297814,0.861520168297814,0.861520168297814,0.711932274357958,0,0.625791436730795,0.540107930119821,0.67492911369249,0.578198522312672,0.647387623606411,0.742725896114719,0.630791589174467,0.657997703182008,0.598006036769414,0.681128489689726,0.681128489689726,0.612386556500706,0.773011372297936,0.65953230281411,0.68707379290019,0.719605272518471,0.804272487982357,0.804272487982357,0.704462534426863,0.804313139628241,0.744321473215647,0.804313139628241,0.754870575322418,0.849365326178644,0.824069839527628,0.744321473215647,0.804313139628241,0.830004979826621,0.772757299511164,0.830004979826621,0.744321473215647,0.744321473215647,0.719676412898767,0.830004979826621,0.85371505228818,0.929184832870921,0.929184832870921,0.929184832870921,0.929184832870921,0.929184832870921,0.929184832870921,0.929184832870921,0.929184832870921,0.929184832870921,0.929184832870921,0.954876673069301
"Littorina littorea",0.929814933382115,0.782849070601746,0.872567253066658,0.737746069493989,0.675427096354564,0.750591989593179,0.686118479221927,0.77583666168684,0.77583666168684,0.833084342002297,0.756415337865992,0.74552069676921,0.880372369076293,0.768610831631046,0.833084342002297,0.688273016453754,0.768610831631046,0.711363151315589,0.74552069676921,0.711363151315589,0.711363151315589,0.688273016453754,0.711363151315589,0.711363151315589,0.747431324125736,0.792483510676139,0.974867119932518,0.847322580972997,0.759667469536673,0.765490817809486,0.765490817809486,0.672103824303587,0.887212008496194,0.740246145715825,0.71715601085399,0.70999115826702,0.887212008496194,0.822738498124943,0.887212008496194,0.625710133439028,0.625791436730795,0,0.578350965984735,0.760612620303465,0.616441558177587,0.60860595343354,0.703944225941848,0.644531845483094,0.571775562263077,0.636249072634328,0.694868745998354,0.694868745998354,0.750591989593179,0.851225138977814,0.737746069493989,0.825279225992662,0.809028730550728,0.765490817809486,0.829964328180737,0.71820279073549,0.882526906308119,0.882526906308119,0.882526906308119,0.768610831631046,0.863105582487271,0.853501631147291,0.882526906308119,0.818053395936868,0.859436771446284,0.802189091130827,0.794963261075033,0.882526906308119,0.882526906308119,0.809099870931024,0.859436771446284,0.8319664217405,0.954876673069301,0.954876673069301,0.954876673069301,0.954876673069301,0.954876673069301,0.954876673069301,0.954876673069301,0.954876673069301,0.954876673069301,0.954876673069301,0.931786538207466
"Littorina obtusata",0.904123093183735,0.821630740774617,0.786883746455685,0.652062562883015,0.76299074158765,0.664908482982205,0.724900149394799,0.75014482148846,0.75014482148846,0.807392501803917,0.795197008038863,0.833084342002297,0.794688862465319,0.807392501803917,0.807392501803917,0.77583666168684,0.807392501803917,0.75014482148846,0.833084342002297,0.75014482148846,0.75014482148846,0.77583666168684,0.75014482148846,0.75014482148846,0.661747817514762,0.706800004065165,0.949175279734138,0.821630740774617,0.673983962925699,0.804272487982357,0.804272487982357,0.759667469536673,0.861520168297814,0.779027815888696,0.804719656087076,0.624307651656046,0.861520168297814,0.861520168297814,0.861520168297814,0.664491803611899,0.540107930119821,0.578350965984735,0,0.67492911369249,0.530758051566613,0.647387623606411,0.742725896114719,0.683313515655965,0.610557232435948,0.550565566023354,0.733650416171225,0.733650416171225,0.664908482982205,0.825533298779434,0.712054229295609,0.739595719381688,0.77212719899997,0.804272487982357,0.804272487982357,0.756984460908361,0.856835066109739,0.796843399697145,0.856835066109739,0.807392501803917,0.901887252660142,0.876591766009126,0.796843399697145,0.856835066109739,0.882526906308119,0.825279225992662,0.882526906308119,0.796843399697145,0.796843399697145,0.772198339380266,0.882526906308119,0.80627458154212,0.929184832870921,0.929184832870921,0.929184832870921,0.929184832870921,0.929184832870921,0.929184832870921,0.929184832870921,0.929184832870921,0.929184832870921,0.929184832870921,0.954876673069301
"Nudibranchia",0.737898513166052,0.709188288260821,0.620659166438001,0.786883746455685,0.844029797656433,0.773387400022358,0.833379066434952,0.804841611024726,0.804841611024726,0.862089291340183,0.849893797575129,0.887781131538563,0.802097624927589,0.862089291340183,0.862089291340183,0.830533451223106,0.862089291340183,0.804841611024726,0.887781131538563,0.804841611024726,0.804841611024726,0.830533451223106,0.804841611024726,0.804841611024726,0.763885077797087,0.80893726434749,0.831407461609602,0.757645050153968,0.696433834364869,0.77294023191764,0.77294023191764,0.782117340975843,0.781731150339949,0.801477687327866,0.827169527526246,0.78022703944226,0.868928930760084,0.868928930760084,0.830187912233097,0.766629063894224,0.67492911369249,0.760612620303465,0.67492911369249,0,0.632895311848938,0.64772299968495,0.662936878156854,0.738010305192232,0.766476620222161,0.706484953809567,0.788347205707491,0.788347205707491,0.773387400022358,0.793794526255882,0.846875412868278,0.707856946858136,0.740388426476417,0.724483470024493,0.724483470024493,0.811681250444627,0.825096293586187,0.765104627173593,0.825096293586187,0.862089291340183,0.87014848013659,0.87119526001809,0.765104627173593,0.825096293586187,0.850788133784567,0.79354045346911,0.850788133784567,0.765104627173593,0.765104627173593,0.740459566856713,0.850788133784567,0.774688252690631,0.762960252853237,0.762960252853237,0.762960252853237,0.762960252853237,0.762960252853237,0.762960252853237,0.762960252853237,0.762960252853237,0.762960252853237,0.762960252853237,0.788652093051617
"Gastropoda",0.862089291340183,0.833379066434952,0.744849944612132,0.690153155075866,0.747299206276614,0.67665680864254,0.736648475055134,0.708111019644908,0.708111019644908,0.765358699960365,0.753163206195311,0.791050540158745,0.752655060621767,0.765358699960365,0.765358699960365,0.733802859843288,0.765358699960365,0.708111019644908,0.791050540158745,0.708111019644908,0.708111019644908,0.733802859843288,0.708111019644908,0.708111019644908,0.619714015671209,0.664766202221613,0.907141477890586,0.833379066434952,0.685732288586034,0.762238686138805,0.762238686138805,0.771415795197008,0.819486366454262,0.790776141549031,0.816467981747411,0.636055977316382,0.819486366454262,0.819486366454262,0.819486366454262,0.622458001768347,0.578198522312672,0.616441558177587,0.530758051566613,0.632895311848938,0,0.685478215799262,0.700692094271167,0.641279713812413,0.622305558096284,0.56231389168369,0.691616614327673,0.691616614327673,0.67665680864254,0.783499496935882,0.75014482148846,0.697561917538136,0.730093397156417,0.762238686138805,0.762238686138805,0.714950659064809,0.814801264266187,0.754809597853593,0.814801264266187,0.765358699960365,0.85985345081659,0.86090023069809,0.754809597853593,0.814801264266187,0.840493104464567,0.78324542414911,0.840493104464567,0.754809597853593,0.754809597853593,0.730164537536714,0.840493104464567,0.764240779698568,0.887151031027369,0.887151031027369,0.887151031027369,0.887151031027369,0.887151031027369,0.887151031027369,0.887151031027369,0.887151031027369,0.887151031027369,0.887151031027369,0.912842871225749
"Nucella lapillus",0.8169253127636,0.669959449983231,0.759677632448144,0.759342256369605,0.745805258290395,0.772188176468795,0.707714666097544,0.797432848562456,0.797432848562456,0.854680528877913,0.778011524741608,0.815898858705042,0.854680528877913,0.790207018506662,0.854680528877913,0.758651178389585,0.790207018506662,0.732959338191205,0.815898858705042,0.732959338191205,0.732959338191205,0.758651178389585,0.732959338191205,0.732959338191205,0.816467981747411,0.861520168297814,0.910434261207151,0.78288972224763,0.695234610811305,0.701057959084118,0.701057959084118,0.656452940638434,0.774322387877679,0.675813286990457,0.701505127188837,0.779027815888696,0.861520168297814,0.797046657926563,0.822779149770826,0.694746791060703,0.647387623606411,0.60860595343354,0.647387623606411,0.64772299968495,0.685478215799262,0,0.591054605323333,0.66612803235871,0.640812219884753,0.705285730256004,0.71646493287397,0.71646493287397,0.772188176468795,0.87282132585343,0.759342256369605,0.846875412868278,0.87940689248656,0.652601197190971,0.717074707562222,0.739798977611106,0.904123093183735,0.904123093183735,0.904123093183735,0.790207018506662,0.884701769362887,0.923879793083122,0.904123093183735,0.839649582812484,0.929814933382115,0.872567253066658,0.865341423010864,0.904123093183735,0.904123093183735,0.879478032866856,0.929814933382115,0.85371505228818,0.841987052450786,0.841987052450786,0.841987052450786,0.841987052450786,0.841987052450786,0.841987052450786,0.841987052450786,0.841987052450786,0.841987052450786,0.841987052450786,0.867678892649166
