"","binomial","Comp.1","Comp.2","Comp.3","Comp.4","Comp.5","Comp.6","Comp.7","Comp.8","Comp.9"
"30","Cathartes aura",8.77612350619491,-1.09360019889376,-0.399734559428498,1.43496593068181,-0.851787453427607,0.0934541639933917,0.14188009879953,1.59678568326132,-2.04583594972971
"31","Catharus ustulatus",-0.255341776895237,-1.44391586898126,-2.34071080683471,0.893544788342433,0.239528525417869,0.599511732241756,-0.152297142809967,-0.214849858210876,-0.0711335871489883
"32","Chamaepetes goudotii",4.78987047512646,2.00257764743358,1.17412327334989,1.42295645442262,-1.84002334007322,0.145620303104463,-0.654311344612438,0.0170507104712446,-0.157194025829272
"33","Chlorochrysa nitidissima",-1.50172747523171,0.474593223376696,1.03512618098721,0.00814309376133795,0.0383944146907942,0.118504861917941,0.122629783416178,-0.125748390279766,-0.0720043311132675
"34","Chlorophanes spiza",-1.11886398815699,0.470632504416133,-0.109502260797496,0.212362230065092,0.0938047329962447,0.144360123726882,0.047765495579447,-0.073191986129947,-0.0291306405391308
"35","Chlorophonia cyanea",-1.63694883090836,0.362207366570688,-0.148353626100844,0.128089353616037,0.333466564449038,-0.115134625598886,0.272036054887853,-0.20870971634804,-0.165844540616755
"36","Chlorophonia pyrrhophrys",-1.62241307218908,0.683937131661466,0.89414250550658,-0.0702369519492257,0.0826736242371798,-0.158686465829909,0.204162589357899,-0.0636123407498452,-0.179319416168985
"37","Chloropipo flavicapilla",-1.38260171686957,0.739996906155625,0.944193023769708,0.147390885180766,0.275428333834026,-0.432848904172788,0.236518064559424,-0.071802757197495,-0.0683293656716483
"38","Chlorospingus canigularis",-0.99087354672626,0.754997539974517,0.182336165330376,0.235240117925627,-0.042129883940219,0.0694282221690232,-0.0237770472637703,-0.19471040931805,-0.0164005005358389
"39","Chlorospingus semifuscus",-1.03613195900168,1.02722606769373,0.864472791856047,0.0958213162924091,-0.0372628288110214,0.0968317872620143,0.0607859719077082,-0.167332904022696,-0.0425250616696826
"40","Chlorostilbon melanorhynchus",-2.55142703380671,-2.43475318953285,1.04761201945849,-1.05661493106783,-0.227428796752693,0.194155305977474,-0.397717931764632,-0.226342865101755,-0.208712880834952
"41","Ciccaba virgata",3.33010601473804,-0.45225507156211,-0.685434774923903,0.968844782756624,1.18492273811733,-0.573528205719922,-0.184815497666682,0.786976924016556,-0.221965970448499
"42","Coeligena coeligena",-1.44328178491122,-1.87533081743473,1.33797857861304,-1.342382317259,-0.45127824331021,0.826811987856666,-0.541937857986403,0.111390140937932,0.0319674162325125
"43","Coereba flaveola",-1.82655316069266,0.522510118034846,-0.601971840250337,0.18545021439491,0.330350970262065,0.147296006515582,-0.195070884659612,-0.0212685008946588,-0.243424813539025
"44","Colaptes rubiginosus",0.412162218404527,0.0267759168023097,-1.08223004750492,-0.103104719158225,-0.0266731763378693,0.182836723716897,0.435956137487548,0.386807673057012,0.0244484494332921
"45","Colibri coruscans",-1.59645726889839,-1.95562392475135,-0.59328533299213,-0.72780399122808,-0.176892866541885,0.30124564324251,-0.395319929953469,0.447785557830482,0.00900487541700343
"46","Colibri delphinae",-1.87149040632906,-1.39708237118874,0.356308485789705,-0.710405284070273,-0.168544021819063,0.014255062809549,-0.268265064504393,0.301268555016608,-0.138442041319011
"47","Contopus cooperi",-0.209600234445134,-1.05246275878463,-0.846470858863371,-0.382287781627071,-0.48555561016703,0.161917323583027,0.684457862166408,-0.181802259185572,-0.236323558360902
"48","Contopus fumigatus",-0.774126262122923,0.290203104406212,0.192125651630225,-0.32860861417654,-0.47364498017569,-0.202435518192831,0.287360808727252,-0.0267803549557057,-0.208707628928043
"49","Contopus sordidulus",-1.16103177751731,-0.00794059807827879,-0.0780316615690112,-0.119587151914744,-0.313489603386595,-0.121302281745502,0.190016538775373,-0.268204672751343,-0.303962853973338
"50","Contopus virens",-1.03982220423656,-0.0904766731469873,-0.12086488167073,-0.491626563065354,-0.256230833161396,-0.195698620831632,0.233486056335469,-0.261688685905367,-0.445876623992271
"51","Coragyps atratus",9.37229620898112,-1.1635846838025,0.0826965322030331,1.02867569365398,3.56013650842732,-0.587814187262266,-1.21300490017205,0.695678419173522,-0.665921540716985
"52","Cranioleuca erythrops",-1.21560937074105,0.656752690855746,0.585839178109586,0.223305202448627,-0.3278359429542,-0.108890892938161,-0.341445586395157,0.128554231937937,0.0870765423707515
"53","Creurgops verticalis",-0.875794049275568,0.814885159013706,0.851395665968815,-0.230331146569999,-0.220576947855182,-0.109851631881083,0.275359362293938,-0.208631529718491,-0.0849170170375994
"54","Crotophaga ani",2.5781537855499,-0.00944904754671844,-0.980566912209702,0.218914194888737,-1.64894391638856,-0.0134696404790854,0.0465833079867707,-0.468597655137736,0.142151743117621
"55","Crypturellus soui",1.06660262355293,0.591454241848499,0.422553870356305,0.920272851139594,1.25952588610693,0.481339560681055,0.321944795054803,0.50658255111679,0.672424430112671
"56","Cyanocorax yncas",2.21341757963176,0.701388364946652,-0.710985033256412,0.494732292342606,-0.439814343714716,-0.343169114141866,-0.458539365429445,-0.339924393811774,0.368876689542353
"57","Cyclarhis nigrirostris",-0.444154493828927,0.739215172274948,0.62482705407098,-0.0876099077256676,0.334530090614365,-0.1949371434184,-0.084808702194829,0.0135188747276951,0.226032665498133
"58","Cyphorhinus thoracicus",-0.938629348918198,1.69843866680149,0.686419445994769,0.0513398686363124,0.274382351436625,0.532383765020796,-0.347441702447246,0.204478663845374,0.124522952560627
"59","Diglossa albilatera",-1.6114088976514,0.0540464414153597,-0.357836030991043,0.374043240448968,0.108222607774352,0.151628897995711,-0.315706787706114,-0.0444488576345311,-0.0590386428554943
"60","Diglossa cyanea",-1.17282697734331,0.518256652981415,0.271853486132178,0.192349193323167,-0.0872423462484438,0.20365359365572,-0.241130976649707,0.0883669667191482,-0.0246193824068876
"61","Diglossa sittoides",-1.69225924224259,-0.0696506481951004,-0.725513172071261,0.410059708801289,0.133491771642867,0.0988857714123074,-0.414175815674482,-0.0927827643955004,-0.110188721326625
"62","Doryfera ludovicae",-1.64574474403912,-0.736987690553368,0.432389076281493,-1.45171912925649,-0.0331396271260543,0.458900013639436,-0.626448178768559,0.633503210887643,-0.0678685653545707
"63","Drymophila striaticeps",-1.10517228804624,1.06242629902314,0.0176520210859555,0.15948581205659,0.156033767103318,-0.538134125557056,-0.67587939672714,0.0126386553253579,0.0864529356019414
"64","Dryocopus lineatus",2.82591819431853,-1.77064586631069,-2.20089368390971,-0.119133937616544,-0.501624837893333,0.295976215671191,0.526978312521199,0.343633832262917,0.236548778866954
"65","Dysithamnus mentalis",-1.14785404979287,0.139316891202947,0.0475412857168823,0.0360200800574835,0.580603361053121,0.0831119014051079,-0.104942178980812,-0.0079217507917912,0.168248893799194
"66","Elaenia chiriquensis",-0.973440744753005,-0.351946727418367,-0.969820678366754,0.42487296761341,0.16817067902895,-0.284171911131754,-0.198378428564043,0.0400878797230599,0.036292492661574
"67","Elaenia flavogaster",-1.2209907717258,-0.213390144070054,-0.653680875834783,0.35661954674743,0.24356599743436,-0.3197770830317,-0.252932340616082,-0.0150827969737669,-0.0722593802559334
"68","Elaenia frantzii",-1.12900579959756,-0.0610947307423122,-0.30276755276166,0.344904596527296,0.132366335191957,-0.332430988098675,-0.223016986418626,0.0472689749575567,0.0222154154841813
"69","Elaenia pallatangae",-1.02631519109965,-0.413211807049705,-0.531987316003499,0.422644238359448,0.148998739327309,-0.185139888971931,-0.164510353218854,-0.103701009921945,0.0799349345315633
"70","Empidonax virescens",-1.25437506453295,-0.14485537643124,-0.689438522449402,0.398645581670203,-0.0862818644120823,-0.0566408911402529,-0.055624373841103,0.0236273869846381,-0.0323187410271919
"71","Eubucco bourcierii",0.1239551036303,0.741670265623215,0.685884437135399,-0.413210833497878,1.57892885525548,-1.08551590101731,-0.360429454922643,0.100216663508445,0.474792941651925
"72","Euphonia cyanocephala",-1.6073347469394,-0.061739105167016,-0.0130758419524581,0.0668524751125718,0.145440662950078,-0.0802603628131374,0.468566146270704,-0.427075917464923,-0.21162352831565
"73","Euphonia xanthogaster",-1.82087170188853,0.361207783397463,-0.153699059037687,0.117582971997277,0.261677876954176,-0.00192008953815082,0.135849106941725,0.0305424923157599,-0.0967274179169285
"74","Eutoxeres aquila",-1.31914055909982,-0.825430401729212,0.879804229097879,-1.19494966592834,-0.427221722228166,-0.011326231085495,-0.0851555798171845,0.317543316079674,0.170785573785875
"75","Falco sparverius",2.08017800405565,-1.62685767611424,-1.69501206466973,1.1117116366841,-0.232042250740252,-0.0357361145335992,0.607841757462022,-0.238455779950915,-0.274254395296757
"76","Florisuga mellivora",-1.87059979932518,-1.48342766831467,0.36440995556157,-0.929881586554747,-0.140303407511723,0.130076694443664,-0.234740518039259,0.393023630582177,-0.0311850466736661
"77","Formicarius rufipectus",0.183661360393015,1.19895168952328,0.272805637706415,0.520195935031909,-0.0248626557315837,1.14045438857554,0.29597511748657,-0.487420759746969,0.169706123984461
"78","Forpus conspicillatus",-0.980986510887198,-0.457843646914607,-0.74106858483959,-0.480007859161169,0.226790589011483,-0.382895324482832,0.916753510340028,-0.169245305114665,0.050631132485134
"79","Geothlypis philadelphia",-1.60718012302009,0.605251220785938,0.163733100176396,0.0865086590117919,0.0798446894998762,0.134219109310686,-0.244154928624704,-0.0841411124047449,-0.25954964673757
"80","Geotrygon montana",0.240614913982002,-0.255422286772043,0.506302497070943,0.698929293647254,0.1208414398067,0.632372213899038,0.579897356297787,0.460689138394586,0.310110687454877
"81","Glaucidium nubicola",-0.490167165768087,1.17808626520535,0.829146168502032,-0.102541660033156,0.177064968282427,0.0623038910279094,0.899797189423793,-0.000795766535533753,0.0813637110369177
"82","Glyphorynchus spirurus",-1.29181958355946,0.404002897131435,-0.524835341004877,0.36046221646474,-0.156225499599055,0.0115915126917699,-0.101324252199475,-0.127470848238789,-0.143769716792679
"83","Grallaria guatimalensis",0.427369503128088,0.995263019580858,0.426682133281341,0.312445339019582,0.378334962575254,1.67258979538999,0.409030834183194,-0.44339309080861,0.16249509703498
"84","Grallaria ruficapilla",0.815403377700032,1.81432786440585,0.171859020784657,0.639606688887231,0.268718091112688,1.54465119356392,0.016820981135044,-0.544874669985246,-0.0224776903055854
"85","Grallaricula flavirostris",-1.79176858011234,0.846208185577674,0.345380105993957,-0.410700488970383,0.174841970370487,0.413698174214228,-0.168669702211857,-0.37150132462784,-0.903543067495466
"86","Habia cristata",-0.0816376318685853,0.984027748952199,0.46527060581719,-0.26470146506829,-0.151245825482385,-0.0129023291648358,0.17107945663166,-0.144774394693638,0.00857354768590379
"87","Hapaloptila castanea",1.46742336578116,0.78612888178277,0.0807717962955104,-1.3311763583573,0.259603557410028,-0.406919907840329,0.304529875288446,0.0390201607328723,0.24649636595481
"88","Haplophaedia aureliae",-1.84500777236188,-1.97477280691052,1.8204879604453,-0.937464204120877,-0.354270966206465,0.700994009291249,-0.439549857946499,-0.342602746723665,-0.0668116681415106
"89","Heliodoxa rubinoides",-1.70178135309409,-2.20472987733863,0.275398561686498,-0.886474586345588,-0.26238242738626,0.373290242050448,-0.198487021858542,-0.0266499111915674,0.0759153870686288
"90","Hemitriccus granadensis",-2.06280101098622,1.05121480060649,0.30056861008003,-0.0732622221541049,0.18438388828408,-0.198723473822249,-0.403648745354731,0.0210697467035343,-0.238041952201618
"91","Henicorhina leucophrys",-1.62552103226761,1.27847306520755,0.772154106383366,0.0601668659007433,0.3659185848935,0.38545906965271,-0.223052986813314,0.0436747728342822,-0.0713475537708411
"92","Hydropsalis cayennensis",0.393405235852229,-2.17642454013027,0.922471827178618,-0.134901724564243,-0.775086898562142,-0.392373524905905,0.327270880851075,-0.0748162035931965,0.0573424742947012
"93","Hylocharis grayi",-2.1427801463083,-1.29581192660753,-0.47692233756814,-0.626466972701052,0.214811242421367,0.0181791524053462,-0.256619211928976,0.293908260747482,-0.0112245691308133
"94","Icterus chrysater",0.383224749400748,0.215290725458811,-0.249157496827668,0.294565923786388,-0.066406214305959,-0.00466382691594783,-0.127645720550049,0.109589573932638,0.367589103817285
"95","Iridosornis porphyrocephalus",-1.0363726403199,1.00221907535859,0.844029598528697,0.0603746988822269,-0.0995631355325548,-0.0470267036225733,0.11875364155195,-0.17210197903478,-0.0876799167787593
"96","Knipolegus poecilurus",-1.06510833536295,-0.128153536727977,-0.622653258122147,0.438706317906137,0.0224100891265508,0.400464045677746,-0.169030540822341,-0.0999349785036474,-0.153852905000065
"97","Laterallus albigularis",-1.00430152107226,1.13743154271568,0.967980414190418,0.187154557229937,0.395464808675835,0.736796756698976,0.214142203229406,0.206027796521436,0.243094078024992
"98","Legatus leucophaius",-1.05084518760074,-0.0199229500949338,-0.418766580966364,0.0450176434663886,-0.0971701090435907,-0.212138217404429,0.48507804594854,-0.199076456106464,-0.0957307458347483
"99","Lepidocolaptes lacrymiger",-0.117385554611922,0.0668875942021364,0.0426444534575137,-0.215186506712466,-0.513957719109726,0.240291215904417,-0.206750201235114,0.612712182371679,0.133755416431973
"100","Leptotila verreauxi",0.604247256139423,-0.0346354781861789,-0.692244322477241,1.13488190431283,-0.0873308344648805,0.708129824911053,0.381309677089184,0.698749343708934,0.489204691159098
"101","Lophotriccus pileatus",-1.94687773916376,0.970648665615175,-0.0354483947586354,0.105676370313704,0.265140226071184,-0.261162348428783,-0.209858083130266,-0.0953303064076113,-0.279234984207718
"102","Margarornis stellatus",-1.01381865873793,0.649007481452707,0.99630763209592,0.121998794378715,-0.298713335403103,-0.0201245564873932,-0.072165284323573,-0.0438859138339337,-0.0516942678891518
"103","Masius chrysopterus",-1.7470046884429,0.66790268776706,0.570060547350375,0.150031305598245,0.431784343552296,-0.254274926315778,-0.18768879325203,0.132422570685831,-0.0662171113904637
"104","Melanerpes formicivorus",0.843175498837885,-0.525384548700263,-0.384044426765455,-0.151640205322351,0.2212331129616,0.061433804890486,0.475735281004189,0.358567503317282,0.168130403271356
"105","Micrastur ruficollis",3.48874775214811,0.793486987354446,0.830910039570286,1.27798983617988,0.178220340737757,-0.562314537991583,-0.640134105851699,-0.461641670945995,0.0491966203351687
"106","Milvago chimachima",5.27313485064548,-1.21005547194202,0.044987626732191,0.967822400461792,0.0694605173902516,-0.987410244002277,-0.0722142905542246,0.00842810273889229,-0.516090102840728
"107","Mionectes striaticollis",-1.49204021490892,0.536910868430838,0.195700945995806,0.0890306313914809,0.154865997328996,-0.160461935471961,-0.140834019136732,0.0666133490782207,-0.112247924377955
"108","Mniotilta varia",-1.22847354881756,-0.503769202646453,-1.29542019200808,0.421161175862623,0.505274833051973,-0.0343518427785444,-0.289454750676325,0.00495033232768704,-0.103057387258812
"109","Molothrus bonariensis",0.591497035559969,-0.262805432261916,-0.857228990611068,0.516261779668465,-0.311268706836101,0.0319477954859699,0.0622389129739192,0.11564675687488,-0.0682459517954666
"110","Momotus aequatorialis",3.43471837404086,0.91750017340022,-1.13289554760507,-0.25184917114148,-3.19024875276577,-0.601312230066266,-0.70756831249017,0.115156541512814,0.57486512118252
"111","Mustelirallus colombianus",-0.590059329651976,0.612310271388402,0.804942787800536,0.19712113727551,0.254369524717022,0.825853615738948,0.510898478502058,0.351991396243871,0.199292826197074
"112","Myadestes ralloides",-0.695395883784232,0.359859888906608,0.366636561377741,0.247349474241,-0.0479621051450726,-0.222885989449273,-0.00314234476652775,0.0579914554546254,0.133786027847699
"113","Myiarchus apicalis",0.0273122497502129,0.489040588085495,-0.152003906863885,-0.196275597612544,-0.0396768594142268,-0.481360893205751,-0.0789459144573559,-0.0492960881602434,0.0644990030485299
"114","Myiarchus cephalotes",-0.0647611606022335,0.617477255479017,0.187477789483617,-0.167458667912461,-0.103501519418529,-0.560067618642922,-0.143343718357587,-0.187239339741894,0.0232975165761347
"115","Myioborus miniatus",-1.59106041533453,0.514503243235972,0.158092255660821,0.124153374337608,-0.163438821889099,-0.150366686860815,-0.269920826062828,-0.10620416009575,-0.284613857394752
"116","Myiodynastes chrysocephalus",0.18756690794465,0.55555748607981,0.047583860398625,-0.777854216431372,-0.525014769977704,-0.244686395560766,0.805793648381211,-0.431691734990669,-0.269728888182534
"117","Myiophobus fasciatus",-1.39938532902383,-0.125877363896086,-1.55066106840121,0.280074469947673,0.132179290595571,-0.0499103799518571,-0.16841870699801,-0.0894998519054939,-0.165115762137314
"118","Myiophobus flavicans",-1.47626676622836,0.488362285068818,0.567423351750751,-0.0236624597382595,-0.167130422482169,-0.113737795485742,-0.0739629769868025,-0.0625949598597191,-0.194186527659366
"119","Myiothlypis coronata",-1.17916008207397,0.975026180250535,0.874261236724986,0.153758017391169,-0.0449177034782826,-0.0395717219594267,-0.184330369044405,-0.119665591780351,-0.109540760044919
"120","Myiozetetes cayanensis",-0.577020371258143,0.0949155960812008,-1.07782297032183,0.640842468358536,-0.1410724831094,0.0741072210113798,0.184872179447305,-0.082493044852854,0.0730388533099413
"121","Myrmotherula schisticolor",-1.70045834916496,0.661042718632004,0.55502380847584,-0.0338406970459809,0.674302272587242,-0.379911291035064,-0.504407901567104,0.121186830590997,-0.135006685905376
"122","Nothocercus bonapartei",2.86905644152129,1.47265646926655,1.21944786969499,1.23911399964473,1.22268029695937,1.57525799060429,0.334974237016429,0.498533271590417,0.327886684794622
"123","Nyctidromus albicollis",0.695983317464678,-1.60045203087253,-0.701154044659606,0.793459668295614,-0.490195216564347,-0.403172877971806,0.285268854335705,0.141898170154006,0.0747308107959159
"124","Ocreatus underwoodii",-2.16150825811262,-2.55280798120027,1.0785457650296,-0.807011300584895,-1.04526418728074,-0.218954791568812,-0.819761080925338,-0.422259946778412,0.0186989117438768
"125","Odontophorus hyperythrus",1.76576547983281,2.06721334088835,0.554057730396203,0.707915514934725,0.376866399287248,1.21411216252871,1.08665885660645,-0.598484514089714,-0.026499073752915
"126","Ortalis columbiana",4.76742967619266,1.17793139473612,-0.778352053621799,2.20176252443867,-1.69874805982954,0.160838095243019,-0.777780010653131,-0.391416345732319,0.233025410602931
"127","Pachyramphus polychopterus",-0.686940501484572,-0.286049202091963,-1.40919048785284,0.159688439605278,0.395216941837428,-0.136183315759514,0.0891261083860862,-0.037645688368964,0.0699118249493043
"128","Pachyramphus versicolor",-1.34606309378482,0.484101918502784,0.58675422559947,-0.136920560189703,0.293921394693027,-0.373666476963532,-0.0532963603899778,-0.135536298716121,-0.090163808554519
"129","Pachysylvia semibrunnea",-1.24627672859382,0.75845698595566,0.177897160662698,0.167619417525797,0.553428098362634,-0.417879604805924,-0.579298112800035,0.0867702036054726,-0.0707897734475577
"130","Patagioenas cayennensis",1.84174667767026,-2.30645254088822,0.98021019451435,0.813404095143329,-0.736050499037914,-0.120545611838864,0.554517207614331,0.1147153058351,0.728340015321814
"131","Patagioenas fasciata",1.87372819146828,-0.918497461669329,0.45746882695583,0.620376303832482,-0.0593956375721949,-0.163518007596495,0.450001218832275,0.773292843625022,0.720480292156806
"132","Patagioenas subvinacea",1.15331600492565,-0.255276357715006,0.918468480428481,0.737156452861553,-0.0400495387772076,-0.579477710792123,0.363120533505156,0.863191073273571,0.406510723786476
"133","Penelope perspicax",6.34750329582949,1.92868155789635,0.662244739457247,2.3904174348155,-2.51005349952304,0.164302432141928,-0.675316700228459,-0.292264495229807,-0.287405879626899
"134","Phaethornis guy",-1.19923046405293,-1.0937796259405,-0.295852190076656,-1.66458757256644,-0.512736747450564,0.330711625011102,-0.900416102770313,0.733889383221494,0.13334730678021
"135","Phaethornis syrmatophorus",-1.39166114719271,-0.455012820201653,1.012681404925,-1.91118315294815,-0.551985393833169,0.273539134364633,-0.877733401773794,0.794467573199272,0.0596763388647073
"136","Pharomachrus antisianus",1.84874333677047,-0.508818419458943,1.25719151530225,0.142206277797529,-0.397710008819175,-1.22798328143127,0.466181594848406,0.700152575390994,0.021433424915523
"137","Pharomachrus auriceps",2.6573800110136,-0.362891583620208,1.13192503448634,-0.157340504751676,-0.831666462752452,-1.46842734037257,0.596396090130657,0.501992061671917,-0.0829482971610133
"138","Pheucticus ludovicianus",0.287864970263704,-0.517751857035931,-1.25360656715642,0.0962557732897902,0.192813749377845,0.0288309660694711,0.529314183859557,-0.316239007454787,0.019359875109447
"139","Pheugopedius mystacalis",-0.694552293891771,1.33440654863132,0.00956876058468403,0.162637860712131,0.170261592526197,0.231912773386812,-0.165445050962628,-0.00401427090769083,0.126542414709552
"140","Phyllomyias plumbeiceps",-1.97234260867478,0.586291554677669,0.821819441716045,-0.133821385503354,-0.202734849937953,-0.556572032968519,-0.0233127866147033,0.0359324950033902,-0.260087675039384
"141","Phylloscartes ophthalmicus",-1.79706774108314,0.507171993654485,0.518629417586795,0.00534141252476237,-0.15623588979029,-0.304343162416559,-0.18078474375148,-0.0475877912405375,-0.218019658034096
"142","Phylloscartes poecilotis",-1.85485759941736,0.955909343273421,0.753414014146215,-0.0338662962030576,0.0164191556556605,-0.210240911571965,-0.274638440805192,-0.144335507677416,-0.335050143782174
"143","Piaya cayana",3.02932226304641,0.670397243452576,-1.65248281899981,0.735187350607006,-2.60231216076484,-0.777017220612523,-0.90386776524591,-0.274290262699185,0.395737070741541
"144","Picoides fumigatus",-0.313636573455946,0.18879008873107,0.00660379116264697,-0.281412724852665,0.361406543905069,-0.00890000615275065,0.423119175645671,0.363844843779633,0.0516360545565983
"145","Picumnus granadensis",-1.78792127655598,0.414174557736719,-0.946104543637299,0.222935549302799,0.644050226578225,-0.28239848527021,-0.0643213047992193,0.305496341778375,-0.0221597266044674
"146","Pionus chalcopterus",2.13525314989908,-1.5956988923288,0.67832339849537,-1.14253658457325,-0.114177688681542,-0.543602214382361,1.63222234389129,0.119070595316031,0.062161919989139
"147","Pionus menstruus",2.45336044032933,-1.57655005690565,0.46770390712619,-0.521995617707573,0.0407632413179023,-0.14066313895011,1.51127423057496,-0.227035649621718,0.0216487308770051
"148","Pipraeidea melanonota",-0.905792738933292,-0.725162639422948,-1.22064105725362,0.392638573169664,0.0167403623179933,0.212920012187522,0.199257894714606,-0.0837868546167595,-0.11583315207549
"149","Pipreola aureopectus",-0.465697866150219,0.633123070631722,0.651067480759974,0.0290535674137965,0.188866969731101,-0.247093177924404,0.528322770692639,-0.188071235599473,0.170507462833593
"150","Pipreola riefferii",-0.365978242321325,0.827588723512123,1.0171160441457,0.124022482653988,-0.0195599618686869,-0.175289374539162,0.275258514011385,0.0695063256417688,0.262609513134698
