"","SpecCode","Species","Genus","SpeciesRefNo","Author","FBname","PicPreferredName","PicPreferredNameM","PicPreferredNameF","PicPreferredNameJ","FamCode","Subfamily","GenCode","SubGenCode","BodyShapeI","Source","AuthorRef","Remark","TaxIssue","Fresh","Brack","Saltwater","DemersPelag","Amphibious","AmphibiousRef","AnaCat","MigratRef","DepthRangeShallow","DepthRangeDeep","DepthRangeRef","DepthRangeComShallow","DepthRangeComDeep","DepthComRef","LongevityWild","LongevityWildRef","LongevityCaptive","LongevityCapRef","Vulnerability","Length","LTypeMaxM","LengthFemale","LTypeMaxF","MaxLengthRef","CommonLength","LTypeComM","CommonLengthF","LTypeComF","CommonLengthRef","Weight","WeightFemale","MaxWeightRef","Pic","PictureFemale","LarvaPic","EggPic","ImportanceRef","Importance","PriceCateg","PriceReliability","Remarks7","LandingStatistics","Landings","MainCatchingMethod","II","MSeines","MGillnets","MCastnets","MTraps","MSpears","MTrawls","MDredges","MLiftnets","MHooksLines","MOther","UsedforAquaculture","LifeCycle","AquacultureRef","UsedasBait","BaitRef","Aquarium","AquariumFishII","AquariumRef","GameFish","GameRef","Dangerous","DangerousRef","Electrogenic","ElectroRef","Complete","GoogleImage","Comments","Profile","PD50","Emblematic","Entered","DateEntered","Modified","DateModified","Expert","DateChecked","TS"
"38",14309,"Helicolenus percoides","Helicolenus",6390,"(Richardson & Solander, 1842)","Red gurnard perch","Heper_u9.jpg",NA,NA,NA,573,"Sebastinae",7741,NA,"fusiform / normal","o",NA,NA,0,0,0,-1,"demersal",NA,NA,NA,NA,50,750,6390,NA,NA,NA,42,30476,NA,NA,61.57,47,"TL",NA,NA,9563,NA,NA,NA,NA,NA,1400,NA,30476,"HEPER_U0",NA,NA,NA,6390,"commercial","unknown",NA,"As bycatch.",NA,NA,"trawls","bottom otter trawls (OTB)",0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"venomous",9563,"no special ability",NA,NA,-1,"Occur on the continental shelf and slope (Ref. 9563).  Two forms exist in New South Wales, Australia.  The inshore form is dominant in depths less than 300 m and the offshore form is most common in deeper waters (Ref. 30468).  Juveniles of both forms are caught near the edge of the continental shelf by fishers targeting royal red prawns (<i>Haliporoides sibogae</i>) in Australia, but their full distribution is unknown (Ref. 6390).  Reproduction in ocean perch is distinctive in that fertilization is internal (Ref. 6390, 34817).  Feed on squid, shrimps and fish (Ref. 6390).  Head and dorsal-fin spines are venomous (Ref. 33616).  Sold whole and chilled on the domestic fresh fish markets (Ref. 6390).",NA,0.502,0,3,807062400,303,1336435200,2,935107200,NA
"39",49321,"Hemerocoetes monopterygius","Hemerocoetes",5755,"(Schneider, 1801)","Opalfish",NA,NA,NA,NA,370,"Hemerocoetinae",909,NA,"elongated","o",NA,NA,0,0,0,-1,"demersal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,31614,NA,NA,33.11,28,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Better reference needed.",NA,0.5312,0,113,902448000,113,1053734400,NA,NA,NA
"40",636,"Heptranchias perlo","Heptranchias",247,"(Bonnaterre, 1788)","Sharpnose sevengill shark","Heper_u6.jpg",NA,NA,NA,5,NA,2342,NA,"elongated","R",NA,NA,0,0,0,-1,"bathydemersal",NA,NA,NA,NA,0,1000,41394,180,450,45445,NA,NA,NA,NA,73.47,137,"TL",140,"TL",247,100,"TL",NA,NA,26999,NA,NA,NA,"HEPER_U3",NA,NA,NA,171,"minor commercial","unknown",NA,"Taken as bycatch.",NA,NA,"trawls","unspecified bottom trawls (TB)",0,0,0,0,0,0,0,0,-1,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"poisonous to eat",4690,"electrosensing only",10311,NA,-1,"Found on the outer continental and insular shelves and upper slopes in depths of 100 to 400 (Ref. 13573, 11230), also inshore and down to 1,000 m (Ref. 6871, 11230).  Feeds on small  sharks and rays, small bony fish, shrimps, crabs, lobsters, squid, and cuttlefish (Ref. 5578).  Ovoviviparous (Ref. 205), with 9-12 young born per litter (Ref. 247).  Very active and aggressive when captured and quick to bite but too small to be very dangerous to people (Ref. 247).  Liver utilized as a source of oil.  Maximum length may reach 214 cm, but this is uncertain.",NA,1.0781,0,23,708566400,2,1400457600,113,895190400,NA
"41",637,"Hexanchus griseus","Hexanchus",247,"(Bonnaterre, 1788)","Bluntnose sixgill shark","Hegri_u5.jpg",NA,NA,NA,5,NA,5258,NA,"elongated","R",NA,NA,0,0,0,-1,"bathydemersal",NA,NA,"oceanodromous",51243,1,2500,58302,180,1100,45445,NA,NA,NA,NA,84,482,"TL",NA,NA,247,300,"TL",NA,NA,5217,590000,NA,27436,"HEGRI_U0",NA,NA,NA,171,"commercial","unknown",NA,NA,"from 1,000 to 10,000",NA,"various gears",NA,-1,-1,0,-1,0,-1,0,0,-1,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,-1,4699,"poisonous to eat",4690,"electrosensing only",10311,NA,-1,"Depth range reported at 0m-2000m. A deepwater species of the outer continental and insular shelves and upper slopes (Ref. 6871).  Near bottom, occasionally pelagic, adults usually below 91 m (Ref. 58302).  Juveniles may be found close inshore (Ref. 6871).  Found on the bottom by day, moving to the surface at night to feed, and where it may take longlines set for other species (Ref. 45445).  Depth distribution related to growth and temperature, with juveniles having most shallow records and from colder, poleward regions (Ref. 58302).  Feeds on a wide range of marine organisms, including other sharks, rays, chimaeras, bony fish, squids, crabs, shrimps, carrion, and even seals.  Ovoviviparous (Ref. 205), with 22 to 108 pups in a litter (Ref. 247).  Marketed fresh, frozen, or dried salted; also utilized as a source of oil and fishmeal.  Not known to have attacked people without provocation (Ref. 247).  Give birth to almost 100 young (Ref. 35388).",NA,0.8281,0,23,708566400,303,1208736000,113,903398400,NA
"42",46324,"Hippocampus abdominalis","Hippocampus",30915,"Lesson, 1827","Big-belly seahorse","Hiabd_f0.jpg",NA,NA,NA,258,"Hippocampinae",5566,NA,"other","R",NA,NA,0,0,-1,-1,"demersal",NA,NA,"non-migratory",NA,0,104,52034,NA,NA,NA,NA,NA,NA,NA,18.96,35,"OT",NA,NA,6787,18,"OT",NA,NA,9003,NA,NA,NA,NA,NA,NA,NA,NA,"of no interest","unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on breeding",31838,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Found in large rock pools at low tide.  They remain motionless amidst seaweed.  Juveniles are pelagic (Ref. 30915) or attached to drifting seaweeds (Ref. 31838).  Feed on minute crustaceans (e.g. copepods and amphipods).  Nocturnal (Ref. 9003).  Ovoviviparous (Ref. 205).  The male carries the eggs in a brood pouch which is found under the tail (Ref. 205).  Seen in groups at night.  Also around jetties and other man-made objects; attached to sponges and colonial hydroids in deeper water (Ref. 30915).  Length measurements refer to height (= TL - head length).
This is the largest seahorse species in southeastern Australia, and has more dorsal fin rays and tail rings than any other seahorse (Ref. 31838).  Sold locally and internationally for the aquarium trade (Ref. 31838).  Dried and sold to the Oriental medicine trade as a tonic and aphrodisiac (Ref. 5316, 34026).",NA,0.5,0,113,887500800,2,1108425600,1,934848000,NA
"43",14346,"Hoplichthys haswelli","Hoplichthys",9563,"McCulloch, 1907","Armoured flathead","Hohas_u0.gif",NA,NA,NA,274,NA,4083,NA,"elongated","o",NA,NA,0,0,0,-1,"bathydemersal",NA,NA,NA,NA,140,700,9563,NA,NA,NA,NA,NA,NA,NA,35.68,43,"TL",NA,NA,9563,NA,NA,NA,NA,NA,NA,NA,NA,"HOHAS_U0",NA,NA,NA,2156,"minor commercial","unknown",NA,NA,NA,NA,"trawls",NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Occurs over soft bottom (Ref. 75154) of the continental shelf and slope (Ref. 9563, 75154).  Benthic (Ref. 75154).",NA,0.5002,0,3,807235200,1472,1226534400,34,811468800,NA
"44",13146,"Hydrolagus novaezealandiae","Hydrolagus",26346,"(Fowler, 1911)","Dark ghost shark","Hynov_u0.jpg",NA,NA,NA,25,NA,7490,NA,"elongated","O",NA,NA,0,0,0,-1,"bathydemersal",NA,NA,NA,NA,25,950,26346,100,600,89422,NA,NA,NA,NA,54.21,96,"TL",NA,NA,26346,55,"TL",NA,NA,9258,NA,NA,NA,"HYNOV_U0",NA,NA,NA,9258,"minor commercial","high","Reliable: based on ex-vessel price for this species","Bycatch.",NA,NA,NA,NA,0,0,0,0,0,-1,0,0,-1,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"electrosensing only",10311,NA,-1,"Inhabits the outer continental shelf and upper slope (Ref. 26346).  Feeds on crustaceans, shellfish, worms and small fish (Ref. 26346).  Maximum length 87 cm without tail filament (Ref. 26346), assumed to have 96 cm TL.  Marketed as fillets (Ref. 26346).",NA,0.5,0,10,801273600,1,1329782400,NA,NA,NA
"45",496,"Hyperoglyphe antarctica","Hyperoglyphe",4410,"(Carmichael, 1819)","Bluenose warehou","Hyant_u0.jpg",NA,NA,NA,421,NA,1685,NA,"fusiform / normal","R",NA,NA,0,0,0,-1,"benthopelagic",NA,NA,NA,NA,40,1500,52180,260,490,52180,15,9072,NA,NA,50.8,140,"TL",NA,NA,9563,60,"TL",NA,NA,52180,63000,NA,54802,"HYANT_U0",NA,NA,NA,4931,"commercial","low","Reliable: based on ex-vessel price for this species",NA,"from 1,000 to 10,000",NA,"hooks and lines","unspecified longlines (LL)",0,0,0,0,0,-1,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Most common over or near rocky areas at 100-300 m (Ref. 9258).  Generally, blue eye remain close to the sea bed during the day and move up in the water column at night, following concentrations of food (Ref. 6390).  The fish are found over rough ground and at the edges of canyons and steep drop-offs.  Blue eye appear to prefer cold water as part of their general behavior (Ref. 6390).  Juveniles inhabit surface waters, sometimes in association with floating debris (Ref. 6390).  Feed primarily on the pelagic tunicate <i>Pyrosoma atlantica</i> which is found near the sea bed during the day but dispersed throughout the water column at night (Ref. 7129, 30454).  They also feed on squid, mollusks and crustaceans (Ref. 30455, 30454) and fish ranging from small lanternfish (Myctophidae) to large fish  such as gemfish (<i>Rexea solandri</i>).  Juveniles consume small planktonic and sedentary organisms (Ref. 30456).  Marketed fresh and frozen; exported to Japan for sashimi; eaten steamed, fried, broiled and baked (Ref. 9988).",NA,0.5156,0,2,656121600,393,1270425600,2,777600000,NA
"46",47008,"Hypoplectrodes huntii","Hypoplectrodes",9003,"(Hector, 1875)","Redbanded perch","Hyhun_u1.jpg",NA,NA,NA,289,"Anthiinae",4102,NA,"fusiform / normal","o",NA,NA,0,0,0,-1,"reef-associated",NA,NA,NA,NA,0,100,9003,NA,NA,NA,NA,NA,NA,NA,24.79,20,"TL",NA,NA,9003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Solitary fish found in deep holes and rock ledges which rarely strays far from its refuge.  Feeds on small fishes, crabs and benthic invertebrates (Ref. 26966).",NA,0.5039,0,113,889315200,65,1373846400,NA,NA,NA
"47",13135,"Hyporhamphus ihi","Hyporhamphus",10988,"Phillipps, 1932",NA,"Hyihi_u0.jpg",NA,NA,NA,475,NA,2029,NA,"eel-like","R",NA,NA,0,0,0,-1,"pelagic-neritic",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.01,26,"SL",NA,NA,10988,22,"TL",NA,NA,9258,NA,NA,NA,"HYIHI_U0",NA,NA,NA,9258,"minor commercial","unknown",NA,NA,NA,NA,"seines","beach seines (SB)",0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Occurs in inshore waters.  Forms schools for spawning during mid summer (Ref. 9258).  Feeds mainly on larger zooplankton like mysids, crab larvae and polychaete larvae (Ref. 26966).",NA,0.5,0,10,801100800,949,1491264000,NA,NA,NA
"48",12920,"Kathetostoma giganteum","Kathetostoma",9258,"Haast, 1873","Giant stargazer","Kagig_u0.jpg",NA,NA,NA,378,NA,8497,NA,"fusiform / normal","O",NA,NA,0,0,0,-1,"demersal",NA,NA,NA,NA,30,600,58489,NA,NA,NA,20,9072,NA,NA,51.16,90,"TL",NA,NA,9988,46,"TL",NA,NA,9049,NA,NA,NA,"KAGIG_U0",NA,NA,NA,9049,"commercial","high","Reliable: based on ex-vessel price for this species",NA,NA,"New Zealand","trawls","unspecified bottom trawls (TB)",0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Reported from depths between 30 m (Ref. 58489) and 600 m (Ref. 9258). Buries in sea bed until suitable prey passes by.  Utilized fresh and frozen; can be steamed, broiled and baked (Ref. 9988).",NA,0.502,0,1,796003200,949,1185321600,NA,NA,NA
"49",107,"Katsuwonus pelamis","Katsuwonus",168,"(Linnaeus, 1758)","Skipjack tuna","Kapel_m0.jpg",NA,NA,NA,416,"Scombrinae",4643,NA,"fusiform / normal","R",NA,NA,0,0,0,-1,"pelagic-oceanic",NA,NA,"oceanodromous",NA,0,260,9340,0,NA,55287,12,168,NA,NA,38.12,110,"FL",NA,NA,89423,80,"FL",NA,NA,168,34500,NA,168,"KAPEL_U0",NA,NA,NA,4931,"highly commercial","high","Reliable: based on ex-vessel price for this species",NA,"more than 500,000","Mostly Japan (FAO fishing area 61); also 67.","seines","purse seines (PS)",-1,-1,0,-1,0,-1,0,0,-1,-1,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,-1,4699,"reports of ciguatera poisoning",4690,"no special ability",NA,NA,-1,"Found in offshore waters; larvae restricted to waters with surface temperatures of 15<b0>C to 30<b0>C (Ref. 6390).  Exhibit a strong tendency to school in surface waters with birds, drifting objects, sharks, whales and may show a characteristic behavior like jumping, feeding, foaming, etc.  Feed on fishes, crustaceans, cephalopods and mollusks; cannibalism is common.  Spawn throughout the year in the tropics, eggs released in several portions (Ref. 35388).  Eggs and larvae are pelagic (Ref. 6769).  Preyed upon by large pelagic fishes (Ref. 6885).  Also taken by trolling on light tackle using plugs, spoons, feathers, or strip bait (Ref. 9684).  Marketed fresh, frozen or canned (Ref. 9340, 9684 ); also dried-salted and smoked (Ref. 9987).",NA,1,0,2,656121600,2,1549238400,2,935020800,NA
"50",12723,"Kyphosus sydneyanus","Kyphosus",95491,"(G<fc>nther, 1886)","Silver drummer","Kysyd_u0.jpg",NA,NA,NA,339,"Kyphosinae",6764,NA,"short and / or deep","r",NA,NA,0,0,-1,-1,"demersal",NA,NA,NA,NA,1,20,86942,NA,NA,NA,NA,NA,NA,NA,58.6,80,"TL",NA,NA,33839,NA,NA,NA,NA,NA,1130,NA,40637,"KYSYD_U0",NA,NA,NA,2156,"subsistence fisheries","high","Questionable: based on ex-vessel price for species in this genus",NA,NA,NA,NA,NA,0,0,0,0,-1,0,0,0,-1,0,"never/rarely",NA,NA,"never/rarely",NA,NA,NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Occurs in large schools in comparatively shallow water in the vicinity of rocky reefs.  Feeds on weeds (Ref. 2156).",NA,0.5,0,14,790992000,14,1449705600,NA,NA,NA
"51",12960,"Latridopsis ciliaris","Latridopsis",5755,"(Forster, 1801)","Blue moki","Lacil_u0.jpg",NA,NA,NA,356,NA,5701,NA,"short and / or deep","O",NA,NA,0,0,0,-1,"demersal",NA,NA,NA,NA,10,NA,NA,NA,NA,NA,33,12155,NA,NA,50.48,80,"FL",NA,NA,13700,63,"TL",NA,NA,9258,NA,NA,NA,"LACIL_U0",NA,NA,NA,9072,"commercial","very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,"trawls",NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,-1,9072,"harmless",NA,"no special ability",NA,NA,-1,"Most adults form school offshore over mainly open bottom.  Some adults do not school but remain around reefs.  Juveniles occur inshore, usually around rocky reefs.",NA,0.7812,0,10,797472000,303,1240963200,NA,NA,NA
"52",NA,"Latridopsis forsteri ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",NA,"Latris lineata ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",28232,"Lepidotrigla brachyoptera","Lepidotrigla",8879,"Hutton, 1872","Scaly gurnard",NA,NA,NA,NA,266,"Triglinae",9693,NA,NA,"o",NA,NA,0,0,0,-1,"demersal",NA,NA,NA,NA,26,234,27469,NA,NA,NA,NA,NA,NA,NA,27.31,13.95,"SL",NA,NA,27469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Reported from depths of 26 m (Ref. 58489) to 234 m (Ref. 27469).",NA,0.5,0,113,885513600,303,1373846400,NA,NA,NA
"55",46162,"Leptonotus norae","Leptonotus",5316,"(Waite, 1910)","Longsnout pipefish",NA,NA,NA,NA,258,"Syngnathinae",8563,NA,"eel-like","r",NA,NA,0,0,0,-1,"demersal",NA,NA,NA,NA,37,212,5316,NA,NA,NA,NA,NA,NA,NA,21.52,21.45,"SL",NA,NA,5316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,-1,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Specimens from midwater and bottom trawls.  Ovoviviparous (Ref. 205).  The male carries the eggs in a brood pouch which is found under the tail (Ref. 205).  Males may be brooding at 14.6 cm SL.",NA,0.625,0,113,886723200,2,1101772800,NA,NA,NA
"56",46170,"Lissocampus filum","Lissocampus",5316,"(G<fc>nther, 1870)","Shortsnout pipefish",NA,NA,NA,NA,258,"Syngnathinae",1037,NA,"eel-like","r",NA,NA,0,0,0,-1,"demersal",NA,NA,NA,NA,1,6,5316,NA,NA,NA,NA,NA,NA,NA,10.53,10.7,"SL",NA,NA,5316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Found in algal beds.  Ovoviviparous (Ref. 205).  The male carries the eggs in a brood pouch which is found under the tail (Ref. 205).  Males may be brooding at 7 cm SL.",NA,0.5312,0,113,886723200,2,1101772800,NA,NA,NA
"57",24895,"Lotella rhacina","Lotella",7300,"(Forster, 1801)","Rock cod","Lorha_u0.jpg",NA,NA,NA,180,NA,3127,NA,"elongated","O",NA,NA,0,0,0,-1,"demersal",NA,NA,NA,NA,10,90,9002,NA,NA,NA,NA,NA,NA,NA,61.73,50,"TL",NA,NA,9002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"medium","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"A benthic species which occurs in the continental shelf and in inshore waters (Ref. 7300, 75154).  Often found in caves (Ref.9002).",NA,0.5625,0,34,839808000,1472,1220918400,NA,NA,NA
"58",1825,"Macruronus novaezelandiae","Macruronus",1371,"(Hector, 1871)","Blue grenadier","Manov_u0.jpg",NA,NA,NA,184,"Merlucciinae",8364,NA,"elongated","R",NA,NA,0,0,-1,-1,"benthopelagic",NA,NA,"oceanodromous",NA,0,1000,26566,200,700,9563,25,6390,NA,NA,65.88,120,"TL",130,"TL",1371,80,"TL",NA,NA,1371,1500,7000,1371,"MANOV_U0",NA,NA,NA,4931,"highly commercial","medium","Reliable: based on ex-vessel price for this species",NA,"from 100,000 to 500,000","New Zealand, USSR, Japan, Korea","trawls","unspecified trawls (TX)",0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Appear to live usually on or near the bottom, but may occasionally move up into mid-waters.  Large adult fish generally occur deeper than 400 m, while juveniles may be found in shallower water (Ref. 9072), more commonly found in large estuaries and bays, and may even enter freshwaters (Ref. 1371).  Juvenile specimens and especially adults belonging to the American subspecies, have been caught from the coastal zone to 110 m (Ref. 58452). Form schools.  Feed primarily on lantern fishes.  In New Zealand, it feeds in midwater on small fish, crustaceans and squid.  Oviparous, spawn 1 million eggs on the average which are released all at one time (Ref. 6390).  Utilized fresh and frozen; can be steamed, fried, cooked in microwave and baked (Ref. 9988).",NA,0.5625,0,2,658195200,2,1468368000,2,776649600,NA
"59",322,"Merluccius australis","Merluccius",1371,"(Hutton, 1872)","Southern hake","Meaus_u0.jpg",NA,NA,NA,184,"Merlucciinae",1339,NA,"elongated","R",NA,"Reported as <i>M. polylepis</i> in Patagonian waters.",0,0,0,-1,"benthopelagic",NA,NA,"oceanodromous",51243,28,1000,58489,NA,NA,NA,30,9072,NA,NA,52.1,155,"SL",NA,NA,58452,80,"TL",NA,NA,1371,NA,NA,NA,"MEAUS_U2",NA,NA,NA,4931,"highly commercial","medium","Reliable: based on ex-vessel price for this species",NA,"from 10,000 to 50,000","Argentina, Chile, New Zealand","trawls","unspecified trawls (TX)",0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Found at depths between 415 and 1000 m in New Zealand waters, and 62 to 800 m in South American waters.  The Patagonian population feeds on southern blue whiting, whiptail, nototheniids and squids.  The New Zealand population feeds mainly on fishes (especially gadoids), squids, euphausiids and benthic organisms.  Adults probably migrate southward during the southern summer for feeding and return to the north in winter for spawning (Ref. 1371).  Spawning takes place from August to September on the western coast of South Island, from September to November in the northern part of the Campbell Plateau, and between November and January on Chatham Rise (Ref. 58452).  Utilized as food fish and fishmeal.",NA,0.5,0,2,656121600,1472,1221177600,21,777859200,NA
"60",13139,"Meuschenia scaber","Meuschenia",9258,"(Forster, 1801)","Velvet leatherjacket","Mesca_u1.jpg",NA,NA,NA,517,NA,5300,NA,"short and / or deep","O",NA,NA,0,0,0,-1,"demersal",NA,NA,NA,NA,20,200,9563,NA,NA,NA,NA,NA,NA,NA,26.72,31,"TL",NA,NA,9563,25,"TL",NA,NA,9258,NA,NA,NA,"PASCA_U0",NA,NA,NA,9258,"commercial","high","Reliable: based on ex-vessel price for this species",NA,NA,NA,"trawls",NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,NA,NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Inhabits rocky weedy areas from the shore to at least 60 m.  Generally solitary but may aggregate in groups of 10-15 individuals in midwater.  Feeds mainly on sessile and encrusting organisms, with sponges and ascidians predominating (Ref. 26966).  Feeds on bottom invertebrates, also seen feeding mid-water on zooplankton, likes to bite diver's fingers (Ref. 9002).",NA,0.5039,0,10,801100800,303,1240963200,NA,NA,NA
"61",785,"Mugil cephalus","Mugil",9321,"Linnaeus, 1758","Flathead grey mullet","Mucep_u4.jpg",NA,NA,"Mucep_j1.jpg",359,NA,3595,NA,"fusiform / normal","R",NA,NA,0,-1,-1,-1,"benthopelagic",NA,NA,"catadromous",51243,0,120,9321,0,10,NA,16,28725,11,273,41.7,100,"SL",NA,NA,2804,50,"SL",NA,NA,7399,NA,NA,NA,"MUCEP_U3",NA,NA,NA,4931,"highly commercial","very high","Reliable: based on ex-vessel price for this species","Subsistence fisheries in some areas.","from 10,000 to 50,000",NA,"seines","beach seines (SB)",0,0,-1,-1,-1,-1,0,-1,-1,-1,"commercial",NA,12108,"occasionally",9321,"never/rarely","based mainly on capture",5358,-1,7248,"harmless",4887,"no special ability",NA,NA,-1,"Adults are found in coastal waters (Ref. 2850, 44894, 57400), often entering estuaries and rivers (Ref. 2847, 3573, 11230, 44894, 57400), sometimes far-up-river, lagoons and hypersaline environments (Ref. 57400).  They are usually in schools over sand or mud bottom (Ref. 2850), between 0 and 10 m, occurring equally in tropical, subtropical and temperate waters (Project MUGIL).  They are mainly diurnal, feeding on detritus, micro-algae and benthic organisms (Ref. 56548, 74902, 74760).  Juveniles feed on zooplankton until about 3.0 cm SL (Ref. 59043).  Reproduction takes place at sea, at various times of the year depending on the location (Ref. 74907, Amour).  Adults form schools and migrate offshore to spawn and developing larvae migrate back inshore (Ref. 81659). There is absence of an obligatory freshwater phase in the life cycle (Ref. 74752).   Females spawn 0.8 to 2.6 million eggs which develop at sea (Ref. 74912, Chen & Su 1986).  Sexually mature at 3 to 4 years (Ref. 74902).  Maximum length reported as 120 cm SL (Ref. 7399, 57400, 81659) remains to be confirmed (Project MUGIL).  Maximum weight reported as 12 kg (Ref. 56527) seems too high for the area and remains to be confirmed (Project MUGIL).  Widely cultivated in freshwater and brackish ponds (Ref. 2847, Jackson 1984, Liao 1981).  Marketed fresh, dried, salted, and frozen; roe sold fresh or smoked (Ref. 9321); also used in Chinese medicine (Ref. 12166).",NA,0.5,0,5,656121600,1307,1509480464,1,1137369600,NA
